Table 8,,,,,,,,,,,
Offenses Known to Law Enforcement,,,,,,,,,,,
"by State by City, 2019",,,,,,,,,,,
State,City,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson2
,La Palma,17,0,1,7,9,302,41,242,19,1
,La Puente,151,3,6,53,89,449,75,248,126,5
,La Quinta,68,5,5,17,41,"1,032",158,809,65,1
,La Verne,51,1,6,13,31,627,133,447,47,2
,Lawndale,125,1,6,40,78,411,83,228,100,4
,Lemon Grove,167,2,4,54,107,552,67,365,120,1
,Lemoore,126,1,17,14,94,372,71,264,37,6
,Lincoln,32,0,4,4,24,468,78,351,39,2
,Lindsay,69,0,5,13,51,250,48,119,83,8
,Livermore,193,2,30,39,122,"1,554",139,"1,279",136,4
,Livingston,40,0,1,11,28,315,85,164,66,0
,Lodi,237,3,16,88,130,"1,658",358,"1,016",284,15
,Loma Linda,77,0,7,17,53,559,125,336,98,5
,Lomita,67,0,4,26,37,254,53,161,40,2
,Lompoc,291,7,29,32,223,"1,057",238,583,236,18
,Long Beach,"2,369",34,249,958,"1,128","11,297","2,185","6,754","2,358",153
,Los Alamitos,6,0,1,3,2,130,41,73,16,1
,Los Altos,21,0,3,4,14,310,107,181,22,3
,Los Altos Hills,3,0,1,0,2,67,29,38,0,0
,Los Angeles,"29,400",258,"2,274","9,652","17,216","95,704","13,809","66,253","15,642","1,672"
,Los Banos,143,2,12,36,93,886,231,506,149,5
,Los Gatos,14,0,2,6,6,419,57,332,30,0
,Lynwood,454,1,21,218,214,"1,419",189,723,507,14
,Madera,334,2,32,77,223,"1,301",235,824,242,10
,Malibu,44,1,5,16,22,416,86,311,19,3
,Mammoth Lakes,42,0,15,1,26,131,17,105,9,2
,Manhattan Beach,55,0,5,33,17,851,160,648,43,1
,Manteca,199,3,27,66,103,"1,848",239,"1,327",282,18
,Marina,43,0,6,10,27,361,67,242,52,1
,Martinez,83,0,17,26,40,570,99,386,85,11
,Marysville,116,2,20,23,71,541,81,324,136,9
,Maywood,90,2,7,23,58,296,60,143,93,3
,McFarland,67,3,14,9,41,163,52,53,58,21
,Mendota,83,1,4,4,74,155,45,50,60,1
,Menifee,145,2,4,47,92,"1,892",269,"1,273",350,0
,Menlo Park,50,0,16,13,21,774,110,633,31,0
,Merced,540,5,34,103,398,"2,342",396,"1,439",507,70
,Mill Valley,20,0,1,9,10,223,36,177,10,1
,Milpitas,102,2,15,48,37,"2,193",201,"1,791",201,2
,Mission Viejo,65,1,8,22,34,866,121,689,56,5
,Modesto,"1,758",13,94,399,"1,252","7,183","1,149","4,849","1,185",95
,Monrovia,43,1,9,16,17,845,87,686,72,10
,Montague,8,0,1,0,7,32,15,13,4,0
,Montclair,234,2,35,70,127,"1,469",355,868,246,24
,Montebello,178,0,11,90,77,"1,448",480,580,388,81
,Monterey,78,0,11,23,44,975,127,774,74,4
,Monterey Park,126,0,7,59,60,"1,355",267,929,159,0
,Monte Sereno,0,0,0,0,0,12,2,9,1,0
,Moorpark,26,0,7,7,12,228,34,183,11,0
,Moraga,23,0,1,3,19,124,36,79,9,3
,Moreno Valley,847,15,19,290,523,"5,534",966,"3,489","1,079",9
,Morgan Hill,52,2,3,14,33,703,102,507,94,0
,Morro Bay,21,0,1,3,17,127,15,102,10,0
,Mountain View,165,0,20,49,96,"2,463",321,"2,030",112,6
,Mount Shasta,12,1,0,2,9,35,5,24,6,0
,Murrieta,77,3,19,26,29,"1,512",206,"1,080",226,4
,Napa,280,1,66,55,158,"1,232",248,847,137,46
,National City,364,0,26,130,208,"1,123",114,735,274,5
,Needles,71,1,4,6,60,174,66,97,11,10
,Nevada City,15,0,4,1,10,89,26,49,14,1
,Newark,85,0,13,40,32,"1,399",187,"1,090",122,6
,Newman,16,0,2,3,11,113,25,68,20,1
,Newport Beach,135,5,29,32,69,"1,764",273,"1,344",147,7
,Norco,49,0,3,14,32,669,136,434,99,0
,Norwalk,432,5,21,138,268,"1,571",343,922,306,18
,Novato,148,0,6,26,116,890,102,711,77,3
,Oakdale,40,1,5,9,25,531,99,342,90,0
,Oakland,"5,520",78,372,"2,859","2,211","27,868","2,599","20,228","5,041",207
,Oakley,51,0,7,17,27,497,74,336,87,3
,Oceanside,712,4,97,163,448,"3,736",426,"2,858",452,23
,Ojai,8,0,5,0,3,74,15,56,3,1
,Ontario,659,10,85,223,341,"4,290",710,"2,652",928,31
,Orange,180,3,18,76,83,"2,184",387,"1,546",251,7
,Orange Cove,18,0,0,2,16,61,12,38,11,0
,Orinda,17,5,2,7,3,195,52,125,18,0
,Orland,33,0,4,8,21,134,23,86,25,0
,Oroville,122,2,24,30,66,822,176,435,211,19
,Oxnard,724,13,62,275,374,"4,242",670,"2,987",585,48
,Pacifica,79,1,22,14,42,533,81,408,44,2
,Pacific Grove,14,0,1,1,12,169,27,136,6,0
,Palmdale,658,8,55,194,401,"2,230",447,"1,384",399,17
,Palm Desert,136,3,7,24,102,"1,848",338,"1,382",128,6
,Palm Springs,267,7,38,66,156,"1,966",502,"1,210",254,4
,Palo Alto,86,1,10,46,29,"1,983",179,"1,722",82,8
,Palos Verdes Estates,4,0,0,1,3,88,36,49,3,0
,Paradise,22,0,5,1,16,202,83,51,68,1
,Paramount,347,4,16,151,176,"1,246",187,775,284,6
,Parlier,62,0,2,9,51,179,24,106,49,7
,Pasadena,613,4,46,147,416,"2,866",570,"2,036",260,34
,Paso Robles,53,0,9,13,31,646,78,523,45,3
,Patterson,46,0,6,14,26,434,81,249,104,3
,Perris,262,4,6,97,155,"2,071",268,"1,248",555,5
,Petaluma,190,3,22,28,137,789,109,626,54,9
,Pico Rivera,234,3,16,67,148,"1,052",198,581,273,11
,Piedmont,14,0,3,5,6,227,46,162,19,1
,Pinole,59,0,2,17,40,866,77,726,63,0
,Pismo Beach,29,0,0,6,23,341,89,236,16,1
,Pittsburg,446,7,41,157,241,"1,660",256,983,421,19
,Placentia,192,0,13,28,151,889,275,511,103,0
,Placerville,39,0,2,6,31,281,67,164,50,0
,Pleasant Hill,88,0,11,41,36,"1,484",112,"1,276",96,6
,Pleasanton,112,0,12,56,44,"1,632",149,"1,386",97,4
,Pomona,940,12,101,342,485,"4,208",816,"2,529",863,15
,Porterville,192,2,7,47,136,"1,297",213,835,249,3
,Port Hueneme,43,0,5,14,24,415,63,305,47,3
,Poway,51,2,2,12,35,490,91,354,45,1
,Rancho Cordova,225,5,12,56,152,"1,422",233,"1,004",185,4
,Rancho Cucamonga,500,4,39,108,349,"3,456",590,"2,560",306,13
,Rancho Mirage,45,0,1,7,37,628,120,459,49,0
,Rancho Palos Verdes,29,2,3,2,22,313,102,199,12,1
,Rancho Santa Margarita,30,0,4,12,14,296,34,250,12,0
,Red Bluff,133,1,26,14,92,787,205,467,115,21
,Redlands,257,1,40,70,146,"2,108",330,"1,534",244,20
,Redondo Beach,160,1,5,53,101,"1,370",260,992,118,1
,Redwood City,189,0,32,70,87,"1,343",165,"1,014",164,13
,Reedley,117,1,7,12,97,235,69,117,49,5
,Rialto,595,8,65,185,337,"3,149",403,"2,179",567,16
,Richmond,"1,034",16,36,307,675,"4,188",469,"2,480","1,239",36
,Ridgecrest,142,3,31,7,101,401,119,243,39,4
,Rio Dell,11,1,1,1,8,61,21,36,4,1
,Rio Vista,11,0,2,3,6,140,31,87,22,0
,Ripon,13,0,6,4,3,248,23,206,19,0
,Riverbank,24,1,3,7,13,375,49,273,53,3
,Riverside,"1,686",17,139,476,"1,054","9,790","1,302","6,997","1,491",75
,Rocklin,67,0,22,13,32,983,168,738,77,6
,Rohnert Park,267,0,28,28,211,786,93,615,78,8
,Rolling Hills,1,0,0,0,1,8,6,2,0,0
,Rolling Hills Estates,10,0,0,3,7,126,35,82,9,1
,Rosemead,175,1,11,74,89,942,196,552,194,8
,Roseville,259,4,32,96,127,"3,154",389,"2,518",247,19
,Ross,2,0,0,0,2,25,5,19,1,0
,Sacramento,"3,223",34,127,"1,039","2,023","16,354","2,993","10,644","2,717",179
,Salinas,782,8,66,241,467,"3,532",742,"1,709","1,081",26
,San Bernardino,"2,858",46,140,906,"1,766","9,081","2,029","4,974","2,078",75
,San Bruno,138,0,17,34,87,"1,139",116,948,75,5
,San Clemente,87,1,3,29,54,918,160,700,58,4
,Sand City,9,0,0,2,7,77,4,70,3,0
,San Diego,"5,215",50,561,"1,346","3,258","27,141","3,543","18,426","5,172",122
,San Dimas,78,0,15,15,48,833,113,659,61,1
,San Fernando,80,1,4,25,50,243,52,112,79,2
,San Francisco,"5,933",40,324,"3,055","2,514","48,780","4,644","39,887","4,249",275
,San Gabriel,98,0,2,58,38,715,202,468,45,3
,Sanger,156,0,9,15,132,304,59,178,67,0
,San Jacinto,108,2,1,68,37,"1,637",334,"1,018",285,5
,San Jose,"4,559",32,671,"1,339","2,517","25,164","4,114","14,924","6,126",135
,San Juan Capistrano,63,2,4,20,37,297,69,201,27,2
,San Leandro,454,0,18,283,153,"4,105",375,"2,941",789,16
,San Luis Obispo,192,0,44,34,114,"1,738",277,"1,387",74,25
,San Marcos,193,0,17,46,130,955,163,649,143,3
,San Marino,14,0,1,3,10,208,77,126,5,0
,San Mateo,266,2,45,68,151,"2,217",516,"1,523",178,9
,San Pablo,194,2,7,102,83,"1,009",101,589,319,11
,San Rafael,230,0,23,87,120,"1,686",299,"1,173",214,13
,San Ramon,58,0,4,21,33,"1,099",179,869,51,3
,Santa Ana,"1,453",13,207,472,761,"6,808",854,"4,611","1,343",49
,Santa Barbara,400,2,72,82,244,"2,118",254,"1,686",178,15
,Santa Clara,214,0,35,73,106,"4,748",363,"4,013",372,18
,Santa Clarita,277,2,49,89,137,"2,059",392,"1,448",219,17
,Santa Cruz,389,0,29,88,272,"2,932",348,"2,363",221,34
,Santa Fe Springs,105,2,10,42,51,"1,035",205,654,176,6
,Santa Monica,664,3,40,247,374,"3,964",577,"3,143",244,19
,Santa Paula,91,2,6,21,62,404,103,272,29,3
,Santa Rosa,857,3,146,126,582,"2,874",486,"2,077",311,28
,Santee,98,0,8,29,61,806,74,659,73,7
,Saratoga,16,0,4,2,10,240,104,122,14,5
,Sausalito,7,0,0,1,6,258,21,224,13,0
,Scotts Valley,13,0,2,1,10,141,31,102,8,2
,Seal Beach,19,0,1,10,8,551,62,458,31,0
,Seaside,78,3,11,12,52,439,44,329,66,5
,Sebastopol,21,0,3,7,11,177,51,110,16,2
,Selma,85,3,6,25,51,605,204,280,121,0
,Shafter,53,0,3,9,41,513,127,298,88,8
,Sierra Madre,15,0,1,0,14,79,29,46,4,0
,Signal Hill,95,0,1,27,67,678,110,491,77,3
,Simi Valley,146,1,15,35,95,"1,188",208,889,91,7
,Solana Beach,13,0,3,4,6,173,39,115,19,0
,Soledad,53,0,4,14,35,136,24,83,29,5
,Solvang,10,0,0,2,8,68,18,46,4,0
,Sonoma,38,0,6,1,31,122,21,95,6,1
,Sonora,26,0,6,6,14,269,69,180,20,4
,South El Monte,102,1,11,32,58,500,132,254,114,3
,South Gate,622,4,21,179,418,"2,754",351,"1,663",740,26
,South Lake Tahoe,111,2,10,20,79,449,79,335,35,0
,South Pasadena,29,0,2,11,16,566,94,434,38,0
,South San Francisco,166,2,19,64,81,"1,484",230,"1,074",180,7
,Stallion Springs,7,1,1,0,5,19,5,13,1,0
,Stanton,95,3,10,31,51,526,83,344,99,7
,St. Helena,12,0,1,1,10,67,21,43,3,0
,Stockton,"4,380",34,181,"1,158","3,007","12,367","2,209","8,480","1,678",128
,Suisun City,114,0,11,35,68,664,69,479,116,11
,Sunnyvale,259,0,37,84,138,"3,380",458,"2,598",324,32
,Susanville,196,0,7,10,179,207,45,157,5,0
,Sutter Creek,3,0,1,0,2,44,8,30,6,2
,Taft,67,0,6,4,57,244,70,149,25,0
,Tehachapi,60,2,8,7,43,327,70,231,26,0
,Temecula,166,1,8,72,85,"2,626",318,"2,018",290,5
,Temple City,64,1,7,23,33,331,122,175,34,1
,Thousand Oaks,88,0,27,23,38,"1,392",244,"1,084",64,2
,Tiburon,0,0,0,0,0,82,13,67,2,0
,Torrance,280,3,26,114,137,"2,853",399,"2,161",293,12
,Tracy,166,5,35,62,64,"1,843",156,"1,411",276,14
,Truckee,31,0,3,4,24,114,36,66,12,1
,Tulare,261,4,27,69,161,"1,469",225,951,293,11
,Tulelake,3,0,1,0,2,4,1,3,0,0
,Turlock,426,1,29,138,258,"2,323",402,"1,483",438,34
,Tustin,141,1,16,61,63,"2,118",241,"1,694",183,6
,Twentynine Palms,117,0,10,15,92,265,96,134,35,4
,Ukiah,110,1,9,24,76,298,117,147,34,23
,Union City,277,2,8,79,188,"1,718",192,"1,300",226,9
,Upland,298,3,20,107,168,"1,821",368,"1,206",247,11
,Vacaville,331,3,47,80,201,"2,442",162,"2,120",160,8
,Vallejo,"1,037",12,138,336,551,"4,941","2,888","1,148",905,52
,Ventura,458,3,56,106,293,"2,969",353,"2,362",254,7
,Vernon,27,0,1,12,14,485,133,272,80,5
,Victorville,988,5,45,255,683,"2,271",590,"1,061",620,21
,Villa Park,4,0,0,0,4,44,9,35,0,0
,Visalia,586,4,111,159,312,"3,900",747,"2,627",526,20
,Vista,354,2,38,93,221,"1,438",251,945,242,6
,Walnut,38,0,4,14,20,386,152,207,27,0
,Walnut Creek,120,0,6,40,74,"2,496",307,"2,034",155,4
,Waterford,13,0,1,5,7,143,17,76,50,0
,Watsonville,328,1,37,53,237,971,148,589,234,8
,Weed,34,0,3,4,27,55,8,38,9,0
,West Covina,260,6,21,129,104,"2,369",354,"1,660",355,15
,West Hollywood,294,0,24,139,131,"1,898",215,"1,566",117,9
,Westlake Village,13,0,5,6,2,189,44,140,5,0
,Westminster,259,0,19,122,118,"2,611",511,"1,824",276,22
,West Sacramento,212,1,34,79,98,"1,603",236,"1,158",209,26
,Wheatland,6,0,0,1,5,43,8,26,9,0
,Whittier,213,1,27,93,92,"1,901",318,"1,278",305,7
,Wildomar,61,0,1,12,48,637,101,375,161,1
,Williams,20,0,3,4,13,76,28,34,14,2
,Willits,16,0,2,6,8,92,28,51,13,2
,Windsor,58,0,8,8,42,257,30,212,15,0
,Winters,11,0,0,1,10,115,19,81,15,3
,Woodlake,28,0,4,2,22,88,14,61,13,0
,Woodland,224,3,18,44,159,"1,488",231,"1,062",195,52
,Yorba Linda,42,0,3,17,22,627,140,433,54,1
,Yountville,5,0,0,0,5,42,5,36,1,1
,Yreka,28,0,0,1,27,235,34,172,29,0
,Yuba City,241,3,28,52,158,"1,823",230,"1,334",259,7
,Yucaipa,200,3,14,31,152,641,172,365,104,0
,Yucca Valley,160,0,9,25,126,292,84,157,51,3
COLORADO,Alamosa,63,1,17,5,40,511,94,392,25,5
,Arvada,266,1,42,58,165,"3,642",316,"2,951",375,9
,Aspen,9,0,2,2,5,240,16,220,4,0
,Aurora,"2,799",28,438,638,"1,695","11,106","1,554","7,258","2,294",104
,Avon,10,0,3,0,7,93,1,82,10,0
,Basalt,1,0,0,0,1,10,0,10,0,0
,Bayfield,1,0,1,0,0,41,15,26,0,0
,Black Hawk,8,0,0,0,8,211,4,200,7,0
,Boulder,278,1,41,37,199,"3,284",405,"2,628",251,6
,Bow Mar,0,0,0,0,0,10,3,6,1,0
,Breckenridge,16,1,4,1,10,189,7,176,6,0
,Brighton,138,0,36,5,97,"1,119",93,859,167,3
,Broomfield,75,2,13,9,51,"2,046",205,"1,710",131,3
,Buena Vista,1,0,0,1,0,23,0,22,1,0
,Burlington,14,0,4,0,10,71,10,50,11,0
,Canon City,103,3,37,2,61,818,136,635,47,6
,Carbondale,9,0,2,0,7,77,4,69,4,0
,Castle Rock,30,0,16,4,10,962,96,806,60,2
,Center,6,0,4,2,0,63,21,39,3,1
,Cherry Hills Village,3,0,2,0,1,74,17,52,5,0
,Colorado Springs,"2,806",23,431,485,"1,867","17,587","2,400","12,095","3,092",115
,Columbine Valley,0,0,0,0,0,7,1,6,0,0
,Commerce City,272,5,76,44,147,"1,845",212,"1,258",375,11
,Cortez,43,0,10,4,29,282,26,246,10,3
,Craig,14,0,2,3,9,251,33,209,9,2
,Crested Butte,2,0,0,0,2,11,4,7,0,0
,Cripple Creek,8,0,0,0,8,63,11,50,2,1
,Dacono,5,0,3,1,1,69,22,40,7,0
,Delta,10,0,0,2,8,337,69,244,24,5
,Denver,"5,459",67,713,"1,205","3,474","27,288","3,967","18,027","5,294",107
,Dillon,3,0,0,0,3,25,3,19,3,0
,Durango,75,0,13,7,55,611,73,508,30,3
,Eaton,3,0,1,0,2,41,2,34,5,0
,Edgewater,9,0,2,4,3,352,34,288,30,1
,Elizabeth,2,1,1,0,0,15,2,13,0,0
,Englewood,72,1,8,19,44,"1,843",108,"1,432",303,13
,Erie,28,0,4,3,21,239,33,192,14,3
,Estes Park,10,0,0,0,10,58,13,42,3,0
,Evans5,47,0,32,4,11,406,61,287,58,7
,Fairplay,0,0,0,0,0,11,3,8,0,0
,Firestone,6,1,2,0,3,127,16,94,17,4
,Florence,3,0,1,0,2,44,3,33,8,0
,Fort Collins,371,1,41,36,293,"3,713",350,"3,135",228,7
,Fort Morgan,43,0,24,3,16,271,38,203,30,2
,Fountain,127,2,23,15,87,665,98,479,88,2
,Fowler,0,0,0,0,0,7,4,2,1,0
,Fraser/Winter Park,14,0,5,0,9,60,4,53,3,0
,Frederick,0,0,0,0,0,14,3,4,7,0
,Frisco,11,0,2,0,9,84,2,77,5,0
,Fruita,22,1,3,1,17,208,24,174,10,2
,Glendale,50,1,5,14,30,936,22,833,81,1
,Glenwood Springs,27,0,7,1,19,469,33,416,20,2
,Granby,0,0,0,0,0,25,1,23,1,0
,Grand Junction,235,3,43,30,159,"2,463",278,"2,034",151,20
,Greeley,386,2,71,67,246,"2,542",338,"1,898",306,20
,Green Mountain Falls,0,0,0,0,0,2,2,0,0,0
,Gunnison,20,0,5,0,15,91,5,78,8,1
,Hayden,1,0,0,0,1,30,5,22,3,0
,Holyoke,0,0,0,0,0,6,1,5,0,0
,Hotchkiss,2,0,2,0,0,20,3,16,1,0
,Hudson,7,0,2,1,4,33,3,23,7,1
,Idaho Springs,14,0,3,0,11,92,6,78,8,0
,Ignacio,4,0,0,0,4,14,3,11,0,0
,Johnstown,17,0,5,1,11,291,16,256,19,3
,Kersey,3,0,0,0,3,1,0,0,1,0
,Lafayette,63,0,28,4,31,731,77,605,49,4
,La Junta,32,1,15,3,13,386,83,279,24,1
,Lakeside,0,0,0,0,0,205,1,202,2,0
,Lamar,0,0,0,0,0,82,15,67,0,0
,La Salle,6,0,0,0,6,30,11,16,3,0
,Leadville,8,0,3,0,5,27,6,16,5,0
,Limon,0,0,0,0,0,2,0,1,1,0
,Littleton,43,0,20,13,10,"1,372",211,974,187,6
,Lone Tree,47,1,5,10,31,"1,051",40,976,35,3
,Longmont,422,1,124,31,266,"2,548",294,"1,935",319,43
,Louisville,16,0,5,0,11,301,40,244,17,3
,Loveland,222,0,54,18,150,"1,571",157,"1,289",125,10
,Mancos,2,0,0,0,2,17,3,13,1,0
,Manitou Springs,5,1,1,0,3,72,12,53,7,0
,Mead,4,0,4,0,0,55,6,38,11,0
,Meeker,5,0,2,0,3,22,1,21,0,1
,Milliken,1,0,1,0,0,29,3,20,6,1
,Monte Vista,19,0,4,2,13,157,25,123,9,2
,Montrose,40,0,0,9,31,689,68,571,50,5
,Mountain View,0,0,0,0,0,11,0,10,1,0
,Mountain Village,1,0,0,0,1,19,0,15,4,0
,Mount Crested Butte,7,0,2,0,5,15,0,14,1,0
,Nederland,2,0,0,0,2,4,0,3,1,0
,New Castle,4,0,0,0,4,46,5,39,2,1
,Northglenn,180,1,48,21,110,"1,229",119,868,242,12
,Oak Creek,4,0,3,0,1,7,0,6,1,0
,Olathe,0,0,0,0,0,6,1,2,3,0
,Pagosa Springs,5,0,1,0,4,44,7,36,1,0
,Palisade,6,0,3,0,3,34,4,30,0,0
,Parachute,16,0,4,0,12,34,6,18,10,1
,Parker,55,1,12,5,37,826,150,610,66,3
,Platteville,5,0,2,0,3,55,7,36,12,0
,Pueblo6,,5,110,,481,"4,801",894,"3,208",699,61
,Rangely,3,0,1,0,2,5,1,4,0,0
,Rifle,38,1,6,3,28,221,25,180,16,4
,Salida,5,0,0,0,5,184,7,166,11,0
,Severance,2,0,2,0,0,15,3,11,1,0
,Sheridan,28,0,4,7,17,450,37,369,44,2
,Silt,10,0,0,0,10,20,4,12,4,0
,Silverthorne,2,0,0,0,2,90,8,76,6,0
,Simla,2,0,0,0,2,3,1,2,0,0
,Snowmass Village,0,0,0,0,0,14,0,14,0,0
,South Fork,1,0,1,0,0,8,2,3,3,0
,Springfield,1,0,0,0,1,3,1,2,0,0
,Sterling,107,1,35,5,66,462,99,344,19,7
,Telluride,3,0,0,0,3,17,1,15,1,0
,Thornton,388,1,130,74,183,"4,303",393,"3,279",631,18
,Timnath,2,0,1,1,0,99,20,74,5,0
,Trinidad,38,0,0,9,29,350,67,263,20,3
,Walsh,1,0,0,0,1,0,0,0,0,0
,Westminster,316,2,53,77,184,"3,713",376,"2,703",634,10
,Woodland Park,11,0,3,0,8,111,5,105,1,0
,Wray,1,0,1,0,0,1,0,1,0,1
,Yuma,4,0,1,0,3,19,3,8,8,0
CONNECTICUT,Ansonia,36,1,10,11,14,277,14,220,43,1
,Avon,4,0,0,1,3,209,15,182,12,0
,Berlin,19,0,2,5,12,251,40,196,15,1
,Bethel,6,2,1,1,2,125,13,108,4,0
,Bloomfield,27,1,5,5,16,500,21,431,48,0
,Branford,9,0,2,4,3,386,30,326,30,0
,Bridgeport,843,17,71,392,363,"2,465",555,"1,292",618,13
,Bristol,53,1,8,21,23,822,113,603,106,2
,Brookfield,4,0,1,1,2,143,6,134,3,0
,Canton,5,0,1,0,4,56,4,45,7,0
,Cheshire,13,1,4,2,6,207,14,172,21,0
,Clinton,12,0,5,3,4,232,21,207,4,0
,Coventry,12,0,6,1,5,132,16,103,13,0
,Cromwell,5,0,1,2,2,363,21,326,16,3
,Danbury,97,1,15,28,53,"1,045",132,827,86,4
,Darien,3,0,0,1,2,267,29,206,32,0
,Derby,24,0,4,11,9,240,39,179,22,2
,East Hampton,3,0,0,3,0,104,10,84,10,0
,East Hartford,76,1,18,31,26,775,109,525,141,8
,East Haven,36,0,7,11,18,572,58,454,60,0
,East Lyme,8,0,1,1,6,83,12,54,17,1
,Easton,0,0,0,0,0,42,13,21,8,0
,East Windsor,14,1,1,4,8,275,39,219,17,0
,Enfield5,49,1,12,6,30,606,59,497,50,2
,Fairfield,31,1,3,13,14,941,96,791,54,0
,Farmington,6,0,2,3,1,599,107,464,28,1
,Glastonbury,22,0,3,5,14,327,35,270,22,1
,Granby,0,0,0,0,0,64,3,58,3,0
,Greenwich,22,0,4,4,14,471,65,348,58,0
,Groton,16,0,4,0,12,99,26,70,3,2
,Groton Long Point,0,0,0,0,0,3,1,2,0,0
,Groton Town,34,1,10,2,21,304,37,249,18,2
,Guilford,10,0,4,1,5,201,14,176,11,3
,Hamden,199,2,9,45,143,"1,328",109,"1,047",172,1
,Hartford,"1,049",21,31,271,726,"3,424",427,"2,464",533,50
,Ledyard,6,0,4,0,2,73,15,53,5,1
,Madison,0,0,0,0,0,65,3,50,12,1
,Manchester5,100,1,16,46,37,"1,376",143,"1,135",98,1
,Meriden,157,3,19,38,97,"1,020",178,719,123,7
,Middlebury,2,0,0,0,2,64,9,47,8,0
,Middletown,38,0,5,10,23,613,62,474,77,0
,Milford,29,1,0,16,12,"1,028",95,853,80,1
,Monroe,3,0,2,1,0,84,12,66,6,1
,Naugatuck,30,0,10,9,11,441,48,372,21,3
,New Britain5,306,3,44,66,193,"1,195",188,826,181,7
,New Canaan,2,0,0,0,2,101,14,80,7,0
,New Haven,"1,168",13,45,321,789,"4,958",659,"3,580",719,28
,Newington,24,0,2,14,8,646,65,530,51,0
,New London,79,0,19,32,28,461,90,329,42,4
,New Milford,15,0,9,0,6,181,2,173,6,1
,Newtown,6,0,0,1,5,57,11,45,1,1
,North Branford,8,0,4,3,1,99,10,79,10,0
,North Haven,11,0,0,5,6,361,57,268,36,1
,Norwalk,183,1,8,29,145,"1,247",133,989,125,4
,Norwich,149,0,26,22,101,533,112,368,53,5
,Old Saybrook,2,0,0,0,2,69,5,59,5,0
,Orange,4,0,0,3,1,370,25,326,19,0
,Plainfield,18,1,9,1,7,37,3,29,5,0
,Plainville,33,0,1,3,29,348,18,309,21,0
,Plymouth,2,0,0,1,1,110,10,84,16,0
,Portland,4,0,1,0,3,38,3,26,9,0
,Putnam,18,0,9,0,9,72,9,56,7,2
,Redding,2,0,1,1,0,35,9,26,0,0
,Ridgefield,1,0,0,0,1,72,12,53,7,0
,Rocky Hill,12,1,7,2,2,212,21,166,25,0
,Seymour,9,0,2,4,3,104,20,73,11,2
,Shelton,22,0,8,7,7,304,61,219,24,1
,Simsbury,3,0,1,2,0,146,5,121,20,0
,Southington,26,0,2,6,18,542,87,407,48,1
,South Windsor,13,0,5,4,4,332,50,255,27,2
,Stamford,264,5,27,87,145,"1,803",196,"1,446",161,1
,Stonington,15,2,3,0,10,159,31,126,2,0
,Stratford,71,1,13,25,32,859,97,654,108,4
,Suffield,5,0,2,1,2,62,13,39,10,0
,Thomaston,4,0,1,1,2,58,6,46,6,0
,Torrington,36,0,12,5,19,372,53,289,30,2
,Trumbull,45,0,7,15,23,778,53,692,33,1
,Vernon,16,0,5,3,8,307,50,211,46,0
,Wallingford,17,0,6,1,10,291,35,237,19,1
,Waterbury,325,5,53,124,143,"3,263",450,"2,272",541,12
,Waterford,8,0,4,1,3,189,10,174,5,0
,Watertown,13,3,3,2,5,284,26,221,37,0
,West Hartford,36,0,1,30,5,"1,406",130,"1,192",84,1
,West Haven,85,1,21,29,34,"1,091",96,828,167,3
,Weston,0,0,0,0,0,15,1,14,0,0
,Westport,4,0,0,2,2,193,20,152,21,0
,Wethersfield,23,0,4,8,11,351,39,272,40,1
,Willimantic,22,0,7,6,9,119,18,85,16,1
,Wilton,4,0,0,0,4,109,13,89,7,0
,Winchester,7,0,3,3,1,85,24,56,5,0
,Windsor,12,0,3,2,7,605,43,502,60,1
,Windsor Locks,8,1,1,6,0,140,16,98,26,0
,Wolcott,7,0,3,4,0,195,30,139,26,0
,Woodbridge,6,1,3,1,1,89,13,66,10,0
DELAWARE,Bethany Beach,3,0,1,2,0,79,3,76,0,1
,Blades,4,0,1,1,2,23,3,20,0,0
,Bridgeville,12,0,1,2,9,77,9,66,2,0
,Camden,5,0,2,2,1,173,7,163,3,0
,Cheswold,6,0,0,0,6,27,2,21,4,0
,Clayton,7,0,0,0,7,35,11,24,0,0
,Dagsboro,2,0,1,0,1,15,2,13,0,0
,Delaware City,11,0,1,0,10,52,11,41,0,0
,Delmar,17,0,1,3,13,51,10,41,0,0
,Dewey Beach,7,0,0,0,7,16,2,13,1,0
,Dover,334,4,13,49,268,"2,057",82,"1,886",89,8
,Ellendale,2,0,0,0,2,13,0,12,1,0
,Elsmere,11,0,0,5,6,133,37,74,22,0
,Felton,2,0,1,0,1,17,2,15,0,0
,Georgetown,43,0,1,11,31,312,46,256,10,0
,Greenwood,6,0,1,1,4,19,6,10,3,0
,Harrington,35,2,3,6,24,77,12,63,2,0
,Laurel,62,0,3,15,44,225,42,179,4,0
,Lewes,4,0,1,0,3,45,6,38,1,0
,Middletown,48,0,3,8,37,470,70,386,14,0
,Milford,84,0,5,20,59,585,68,505,12,0
,Millsboro,27,0,4,0,23,221,23,196,2,0
,Milton,4,0,0,0,4,40,6,33,1,0
,Newark,85,1,11,21,52,708,76,596,36,0
,New Castle,21,0,0,5,16,225,19,196,10,0
,Newport,3,0,1,1,1,31,3,27,1,0
