Table 8,,,,,,,,,,,
Offenses Known to Law Enforcement,,,,,,,,,,,
"by State by City, 2017",,,,,,,,,,,
State,City,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson2
,Buena Park,292,1,9,96,186,"2,814",299,"2,115",400,15
,Burbank,253,0,20,86,147,"2,944",355,"2,344",245,16
,Burlingame,74,1,19,17,37,895,119,670,106,4
,Calabasas,30,0,14,9,7,330,63,248,19,2
,Calexico,89,0,3,21,65,"1,280",486,581,213,38
,California City,88,1,3,16,68,341,180,122,39,2
,Calimesa,12,1,0,6,5,248,42,175,31,0
,Calistoga,9,0,0,0,9,79,25,46,8,0
,Camarillo,107,1,8,42,56,"1,086",182,826,78,6
,Campbell,102,1,19,27,55,"1,340",247,917,176,12
,Canyon Lake,16,0,0,0,16,115,22,65,28,2
,Capitola,34,1,5,14,14,622,50,540,32,6
,Carlsbad,247,0,30,46,171,"2,209",432,"1,638",139,18
,Carmel,6,0,1,1,4,111,33,77,1,0
,Carpinteria,34,0,5,10,19,282,58,195,29,1
,Carson,475,8,20,166,281,"2,250",479,"1,261",510,21
,Cathedral City,137,2,14,49,72,769,176,340,253,6
,Central Marin,46,1,8,15,22,892,252,599,41,1
,Ceres,227,1,20,75,131,"1,601",314,879,408,10
,Cerritos,127,2,4,71,50,"2,268",561,"1,511",196,3
,Chico,413,2,85,63,263,"3,593",531,"2,615",447,157
,Chino,227,3,10,87,127,"2,142",443,"1,405",294,6
,Chino Hills,70,0,12,19,39,"1,362",323,936,103,5
,Chowchilla,62,0,1,11,50,453,150,208,95,6
,Chula Vista,808,2,62,304,440,"3,883",640,"2,482",761,23
,Citrus Heights,349,2,50,102,195,"2,782",462,"1,964",356,11
,Claremont,74,0,9,30,35,940,279,593,68,6
,Clayton,8,0,0,5,3,113,14,91,8,0
,Clearlake,144,1,17,37,89,621,214,273,134,17
,Cloverdale,27,0,9,2,16,143,23,109,11,5
,Clovis,243,0,44,61,138,"2,895",453,"2,234",208,8
,Coachella,128,0,3,41,84,"1,141",182,775,184,4
,Coalinga,124,0,9,10,105,210,50,147,13,3
,Colma,21,0,0,11,10,369,62,290,17,0
,Colton,245,4,6,115,120,"1,439",264,828,347,7
,Colusa,5,0,1,3,1,91,26,52,13,0
,Commerce,106,1,6,40,59,"1,174",131,698,345,4
,Compton,"1,164",21,33,441,669,"2,583",411,"1,402",770,54
,Concord,462,5,63,163,231,"4,419",448,"3,212",759,27
,Corcoran,78,1,9,10,58,383,101,222,60,0
,Corning,25,0,1,5,19,286,79,172,35,2
,Corona,223,1,36,107,79,"3,297",561,"2,177",559,19
,Coronado,29,0,4,5,20,366,27,311,28,2
,Costa Mesa,361,1,61,128,171,"4,298",620,"3,158",520,12
,Cotati,49,0,6,7,36,94,18,62,14,0
,Covina,172,2,22,51,97,"1,180",283,712,185,4
,Crescent City,38,0,0,11,27,228,30,192,6,1
,Cudahy,74,0,3,29,42,214,41,93,80,5
,Culver City,183,0,1,131,51,"1,886",208,"1,570",108,1
,Cupertino,77,2,9,21,45,970,164,756,50,10
,Cypress,69,0,5,21,43,726,142,495,89,3
,Daly City,265,0,52,90,123,"1,561",202,"1,156",203,12
,Dana Point,64,0,6,22,36,515,85,399,31,1
,Danville,16,0,1,6,9,353,55,272,26,2
,Davis,94,0,17,35,42,"1,619",269,"1,221",129,8
,Delano,248,6,10,32,200,"1,314",219,647,448,39
,Del Mar,12,0,1,0,11,146,38,95,13,0
,Del Rey Oaks,1,0,0,1,0,57,16,36,5,0
,Desert Hot Springs,292,7,18,56,211,784,341,189,254,3
,Diamond Bar,57,0,5,25,27,"1,043",381,592,70,2
,Dinuba,194,1,7,18,168,563,93,385,85,9
,Dixon,39,0,2,5,32,373,38,281,54,14
,Dorris,1,0,0,0,1,30,15,13,2,0
,Dos Palos,59,2,4,1,52,171,50,103,18,3
,Downey,382,3,23,182,174,"3,222",591,"1,866",765,9
,Duarte,64,2,2,18,42,352,72,225,55,2
,Dublin,85,0,9,23,53,"1,195",117,970,108,1
,Dunsmuir,9,0,2,1,6,36,14,19,3,0
,East Palo Alto,125,0,14,60,51,466,96,293,77,8
,Eastvale,55,0,1,24,30,"1,319",211,938,170,2
,El Cajon,429,1,48,163,217,"2,330",414,"1,502",414,12
,El Centro,185,4,15,45,121,"1,820",409,"1,285",126,11
,El Cerrito,168,1,2,93,72,"1,341",164,"1,100",77,5
,Elk Grove,560,3,39,99,419,"2,245",366,"1,668",211,6
,El Monte,451,5,43,183,220,"2,816",687,"1,431",698,13
,El Segundo,40,1,4,21,14,687,183,423,81,0
,Emeryville,151,1,5,105,40,"2,084",66,"1,833",185,6
,Encinitas,106,0,13,23,70,925,208,651,66,2
,Escalon,34,0,3,1,30,172,45,109,18,0
,Escondido,576,3,51,174,348,"2,605",427,"1,780",398,29
,Etna,2,0,0,0,2,3,1,1,1,0
,Eureka,244,2,31,85,126,"1,400",285,888,227,27
,Exeter,24,1,4,6,13,239,55,152,32,1
,Fairfax,4,0,0,1,3,94,10,78,6,2
,Fairfield,546,10,40,181,315,"3,252",545,"2,174",533,32
,Farmersville,34,0,2,6,26,172,32,105,35,2
,Ferndale,2,0,1,0,1,15,1,12,2,0
,Fillmore,30,0,6,5,19,119,24,83,12,5
,Firebaugh,27,0,3,2,22,96,14,64,18,4
,Folsom,64,0,21,21,22,"1,229",257,847,125,15
,Fontana,714,9,62,206,437,"3,736",563,"2,292",881,13
,Fort Bragg,47,1,7,2,37,341,59,262,20,1
,Fort Jones,2,0,0,0,2,7,3,4,0,0
,Fortuna,49,0,5,15,29,519,101,374,44,4
,Foster City,43,0,10,4,29,349,53,272,24,4
,Fountain Valley,68,0,3,28,37,"1,581",238,"1,199",144,3
,Fowler,22,0,4,0,18,101,48,35,18,1
,Fremont,431,2,68,187,174,"5,083",673,"3,545",865,26
,Fresno,"2,974",56,174,958,"1,786","20,220","3,649","13,782","2,789",217
,Fullerton,293,1,63,98,131,"3,952",293,"3,273",386,30
,Galt,91,0,4,15,72,595,74,451,70,6
,Gardena,393,4,16,218,155,"1,393",353,678,362,9
,Garden Grove,602,5,22,220,355,"4,348",840,"2,851",657,22
,Gilroy,208,1,32,81,94,"1,648",213,"1,144",291,8
,Glendale,274,3,32,127,112,"3,118",498,"2,303",317,13
,Glendora,129,0,15,33,81,"1,533",248,"1,180",105,3
,Goleta,51,1,3,18,29,451,101,318,32,3
,Gonzales,10,0,2,4,4,64,17,36,11,0
,Grand Terrace,32,0,8,9,15,283,83,169,31,0
,Grass Valley,76,2,0,9,65,750,125,515,110,3
,Greenfield,102,2,7,18,75,214,49,86,79,14
,Gridley,104,0,6,3,95,188,38,133,17,2
,Grover Beach,39,1,7,7,24,246,43,161,42,0
,Guadalupe,4,0,1,0,3,55,12,29,14,1
,Gustine,33,0,1,1,31,85,26,43,16,1
,Hanford,284,2,28,54,200,"1,359",197,916,246,21
,Hawaiian Gardens,86,0,1,30,55,324,78,161,85,0
,Hawthorne,587,5,25,275,282,"2,273",408,"1,350",515,16
,Hayward,563,5,70,306,182,"5,023",482,"2,740","1,801",37
,Healdsburg,19,0,2,4,13,221,38,156,27,0
,Hemet,457,4,25,133,295,"3,103",703,"1,868",532,10
,Hercules,30,0,6,12,12,378,66,269,43,0
,Hermosa Beach,28,0,4,7,17,590,116,426,48,3
,Hesperia,380,2,38,97,243,"2,117",452,"1,230",435,25
,Hidden Hills,1,0,0,0,1,12,4,7,1,0
,Highland,186,4,13,74,95,"1,082",250,609,223,17
,Hillsborough,8,0,4,0,4,70,28,38,4,0
,Hollister,132,1,18,33,80,396,71,252,73,5
,Holtville,25,1,5,1,18,65,10,49,6,0
,Hughson,2,0,0,1,1,101,15,74,12,0
,Huntington Beach,461,2,75,95,289,"4,285",617,"3,283",385,32
,Huntington Park,427,4,42,197,184,"1,817",210,903,704,12
,Huron,66,3,6,6,51,54,16,24,14,29
,Imperial,11,1,0,2,8,61,14,36,11,1
,Imperial Beach,133,1,5,34,93,364,69,211,84,1
,Indian Wells,1,0,0,0,1,159,51,103,5,0
,Indio,639,3,39,119,478,"2,287",449,"1,483",355,6
,Industry,73,1,5,36,31,928,151,629,148,6
,Inglewood,785,13,46,389,337,"2,760",492,"1,466",802,20
,Ione,3,0,0,0,3,61,4,50,7,1
,Irvine,169,2,46,55,66,"3,635",627,"2,814",194,10
,Irwindale,12,1,0,7,4,212,56,121,35,0
,Isleton,5,1,0,0,4,6,3,3,0,0
,Jackson,21,0,2,2,17,129,37,76,16,3
,Jurupa Valley,272,5,19,82,166,"2,661",368,"1,591",702,5
,Kensington,3,0,1,1,1,49,13,29,7,1
,Kerman,49,0,9,8,32,343,92,221,30,2
,King City,57,3,9,2,43,196,71,72,53,2
,Kingsburg,35,0,2,4,29,254,108,109,37,4
,La Canada Flintridge,16,0,1,6,9,287,105,162,20,0
,Lafayette5,7,0,2,4,1,,41,,19,1
,Laguna Beach,100,0,10,14,76,559,124,369,66,1
,Laguna Hills,44,1,5,18,20,467,117,301,49,4
,Laguna Niguel,54,1,7,11,35,573,95,428,50,1
,Laguna Woods,4,0,1,0,3,127,22,90,15,1
,La Habra,137,1,9,46,81,"1,251",197,869,185,3
,La Habra Heights,4,0,1,1,2,95,29,60,6,1
,Lake Elsinore,177,1,12,57,107,"2,145",299,"1,507",339,1
,Lake Forest,133,0,19,24,90,757,166,504,87,2
,Lakeport,28,0,3,6,19,242,58,160,24,0
,Lake Shastina,1,0,0,0,1,21,7,11,3,0
,Lakewood,318,3,13,151,151,"2,422",438,"1,725",259,4
,La Mesa,160,3,11,50,96,"1,193",177,823,193,7
,La Mirada,104,2,7,34,61,906,143,625,138,1
,Lancaster,"1,219",15,80,337,787,"3,318",935,"1,733",650,40
,La Palma,19,0,0,7,12,363,140,190,33,1
,La Puente,148,0,14,43,91,444,92,190,162,3
,La Quinta,67,0,8,32,27,"1,197",168,963,66,0
,La Verne,92,0,11,27,54,766,137,563,66,3
,Lawndale,178,2,3,66,107,433,75,214,144,2
,Lemon Grove,171,1,4,55,111,618,93,422,103,0
,Lemoore,141,3,20,21,97,434,93,267,74,4
,Lincoln,44,2,19,6,17,605,108,435,62,3
,Lindsay,45,2,0,13,30,273,58,149,66,7
,Livermore,166,0,30,48,88,"1,977",191,"1,510",276,22
,Livingston,54,0,2,12,40,285,95,154,36,6
,Lodi,323,1,13,127,182,"1,681",347,985,349,8
,Loma Linda,39,0,6,12,21,610,112,401,97,1
,Lomita,56,1,3,13,39,402,90,241,71,1
,Lompoc,243,2,34,37,170,974,225,598,151,8
,Long Beach,"3,101",22,203,"1,237","1,639","12,598","2,765","7,104","2,729",127
,Los Alamitos,16,0,5,10,1,202,73,105,24,0
,Los Altos,10,0,3,2,5,321,87,215,19,3
,Los Altos Hills,2,0,1,0,1,59,22,36,1,4
,Los Angeles,"30,507",281,"2,455","10,814","16,957","101,618","16,668","65,757","19,193","1,414"
,Los Banos,138,2,6,41,89,"1,073",217,695,161,8
,Los Gatos,14,0,3,4,7,431,70,319,42,0
,Lynwood,458,8,16,220,214,"1,681",293,688,700,22
,Madera,378,4,32,107,235,"1,702",336,967,399,16
,Malibu,38,0,8,6,24,366,78,255,33,0
,Mammoth Lakes,27,0,5,5,17,147,21,115,11,0
,Manhattan Beach,71,0,11,36,24,875,179,625,71,3
,Manteca,256,4,18,89,145,"2,240",302,"1,616",322,14
,Marina,54,0,7,14,33,405,72,288,45,2
,Martinez,54,0,7,20,27,619,78,318,223,0
,Marysville,95,1,6,20,68,508,107,265,136,14
,Maywood,115,2,8,39,66,364,68,157,139,3
,McFarland,67,2,16,5,44,179,54,82,43,12
,Mendota,74,0,5,7,62,124,38,59,27,1
,Menifee,123,3,8,43,69,"1,972",326,"1,373",273,2
,Menlo Park,53,0,15,15,23,656,95,527,34,0
,Merced,563,8,28,158,369,"2,668",472,"1,706",490,92
,Mill Valley,9,0,0,3,6,211,36,163,12,0
,Milpitas,114,2,12,58,42,"1,978",235,"1,447",296,4
,Mission Viejo,101,1,13,26,61,969,158,733,78,1
,Modesto,"2,074",20,110,519,"1,425","8,465","1,188","5,865","1,412",63
,Monrovia,66,2,12,26,26,848,120,645,83,2
,Montague,9,1,2,0,6,18,10,6,2,0
,Montclair,230,1,25,85,119,"1,534",284,870,380,15
,Montebello,203,2,9,82,110,"1,644",665,519,460,103
,Monterey,125,0,17,58,50,"1,206",162,964,80,5
,Monterey Park,112,1,10,55,46,"1,613",439,955,219,4
,Monte Sereno,0,0,0,0,0,11,3,8,0,0
,Moorpark,48,0,8,9,31,332,55,257,20,4
,Moraga,6,0,1,3,2,128,29,89,10,1
,Moreno Valley,798,9,26,352,411,"6,356","1,148","4,050","1,158",14
,Morgan Hill,72,0,1,18,53,722,92,507,123,2
,Morro Bay,22,0,2,4,16,197,35,152,10,3
,Mountain View,150,1,14,44,91,"1,982",290,"1,590",102,6
,Mount Shasta,17,1,2,1,13,66,8,48,10,1
,Murrieta,80,1,14,33,32,"1,582",254,"1,143",185,8
,Napa,272,1,39,43,189,"1,353",338,828,187,1
,National City,296,3,23,109,161,"1,157",132,667,358,11
,Needles,37,0,4,4,29,178,57,104,17,9
,Nevada City,8,0,0,2,6,117,22,67,28,0
,Newark,88,1,15,48,24,"1,498",201,"1,041",256,3
,Newman,13,0,0,4,9,142,46,70,26,0
,Newport Beach,124,0,31,21,72,"2,123",361,"1,630",132,6
,Norco,69,1,5,17,46,688,124,472,92,0
,Norwalk,437,5,17,133,282,"1,956",418,"1,123",415,7
,Novato,92,1,5,26,60,927,145,689,93,2
,Oakdale,31,0,7,6,18,586,104,400,82,3
,Oakland,"5,521",69,400,"2,676","2,376","25,422","2,622","17,305","5,495",196
,Oakley,52,1,4,12,35,489,79,302,108,2
,Oceanside,694,9,69,165,451,"4,088",592,"3,000",496,22
,Ojai,4,0,2,0,2,45,11,33,1,0
,Ontario6,683,8,136,220,319,"4,473",720,"2,842",911,29
,Orange,218,4,12,64,138,"2,584",489,"1,754",341,19
,Orange Cove,58,5,0,6,47,95,20,52,23,0
,Orinda,10,0,1,6,3,153,53,94,6,1
,Orland,24,1,2,2,19,132,38,71,23,2
,Oroville,124,0,16,40,68,"1,427",259,970,198,12
,Oxnard,908,15,65,430,398,"5,328",787,"3,848",693,43
,Pacifica,86,1,17,20,48,528,100,383,45,3
,Pacific Grove,16,0,8,0,8,324,55,249,20,0
,Palmdale,681,4,37,218,422,"2,659",613,"1,611",435,29
,Palm Desert,91,0,3,30,58,"2,076",424,"1,536",116,1
,Palm Springs,290,5,40,94,151,"1,963",436,"1,277",250,3
,Palo Alto,90,0,11,39,40,"1,783",214,"1,478",91,6
,Palos Verdes Estates,3,0,1,2,0,125,43,77,5,0
,Paradise,88,0,16,9,63,295,127,131,37,2
,Paramount,324,6,8,125,185,"1,613",283,892,438,6
,Parlier,106,1,8,16,81,258,90,83,85,21
,Pasadena,574,8,51,202,313,"2,946",745,"1,842",359,42
,Paso Robles,35,0,3,6,26,920,126,731,63,4
,Patterson,46,0,3,9,34,513,50,327,136,2
,Perris,192,2,4,66,120,"1,877",270,"1,104",503,7
,Petaluma,233,1,32,40,160,946,170,712,64,9
,Pico Rivera,236,1,19,75,141,"1,432",250,853,329,5
,Piedmont,14,0,7,3,4,174,60,98,16,0
,Pinole,66,0,5,31,30,968,93,789,86,3
,Pismo Beach,42,0,3,4,35,393,88,283,22,1
,Pittsburg,341,7,34,121,179,"1,766",299,876,591,28
,Placentia,89,1,1,25,62,864,187,563,114,2
,Placerville,29,0,6,9,14,279,57,176,46,1
,Pleasant Hill,83,0,10,34,39,"1,739",158,"1,451",130,9
,Pleasanton,99,0,13,53,33,"1,661",137,"1,406",118,5
,Pomona,853,18,88,344,403,"4,484",718,"2,516","1,250",26
,Porterville,247,4,10,58,175,"1,535",338,925,272,3
,Port Hueneme,39,2,4,14,19,396,65,287,44,6
,Poway,58,0,8,13,37,576,136,389,51,3
,Rancho Cordova,305,1,17,85,202,"1,410",285,899,226,1
,Rancho Cucamonga,329,1,46,118,164,"4,180",814,"2,998",368,7
,Rancho Mirage,28,0,0,13,15,572,121,411,40,0
,Rancho Palos Verdes,33,0,5,7,21,446,152,259,35,0
,Rancho Santa Margarita,32,0,4,6,22,328,45,265,18,4
,Red Bluff,160,0,29,31,100,960,156,698,106,10
,Redding,654,2,64,150,438,"3,841",690,"2,360",791,9
,Redlands,216,1,36,69,110,"2,629",426,"1,910",293,20
,Redondo Beach,176,0,18,62,96,"1,570",358,"1,042",170,0
,Redwood City,209,0,57,61,91,"1,390",177,"1,053",160,18
,Reedley,100,0,5,14,81,369,147,148,74,9
,Rialto,399,2,28,150,219,"1,684",475,596,613,3
,Richmond,"1,014",10,49,392,563,"4,128",698,"2,199","1,231",42
,Ridgecrest,155,0,19,13,123,518,136,309,73,9
,Rio Dell,6,0,1,0,5,44,8,24,12,1
,Rio Vista,41,0,1,4,36,94,40,45,9,0
,Ripon,13,0,7,4,2,286,28,241,17,0
,Riverbank,40,0,1,21,18,562,73,431,58,2
,Riverside,"1,669",12,166,544,947,"10,032","1,673","6,629","1,730",73
,Rocklin,66,0,14,29,23,"1,135",211,813,111,10
,Rohnert Park,218,0,29,21,168,832,110,610,112,7
,Rolling Hills,0,0,0,0,0,6,1,5,0,0
,Rolling Hills Estates,12,0,2,1,9,153,42,103,8,2
,Rosemead,173,1,12,59,101,"1,327",330,719,278,7
,Roseville,237,0,27,87,123,"3,322",389,"2,623",310,33
,Ross,2,0,0,1,1,37,8,29,0,0
,Sacramento,"3,378",39,99,"1,100","2,140","14,683","2,888","9,077","2,718",209
,Salinas,"1,021",28,71,358,564,"4,795",964,"2,589","1,242",24
,San Bernardino,"2,805",34,158,877,"1,736","8,403","2,136","3,990","2,277",67
,San Bruno,121,1,13,51,56,"1,117",126,904,87,4
,San Clemente,91,0,9,37,45,812,173,574,65,4
,Sand City,10,0,0,5,5,132,10,119,3,0
,San Diego,"5,221",35,559,"1,410","3,217","26,246","3,817","17,294","5,135",158
,San Dimas,67,0,5,24,38,735,158,500,77,4
,San Fernando,120,3,9,34,74,360,85,184,91,1
,San Francisco,"6,301",56,367,"3,220","2,658","54,356","4,935","44,587","4,834",303
,San Gabriel,114,1,3,40,70,666,199,407,60,3
,Sanger,110,2,12,15,81,489,173,240,76,2
,San Jacinto,114,3,2,55,54,"1,605",343,"1,005",257,1
,San Jose,"4,188",32,571,"1,376","2,209","25,323","3,926","13,329","8,068",173
,San Juan Capistrano,82,0,12,16,54,448,103,313,32,3
,San Leandro,524,2,21,292,209,"3,715",460,"2,369",886,20
,San Luis Obispo,178,0,44,23,111,"1,782",172,"1,516",94,12
,San Marcos,195,0,25,54,116,"1,136",202,784,150,4
,San Marino,14,0,0,6,8,255,127,126,2,0
,San Mateo,268,0,19,64,185,"2,125",706,"1,231",188,8
,San Pablo,178,2,7,103,66,"1,040",129,547,364,8
,San Rafael,194,0,21,89,84,"1,627",271,"1,091",265,19
,San Ramon,56,0,8,30,18,974,126,768,80,7
,Santa Ana,"1,640",21,188,605,826,"7,017",929,"4,108","1,980",60
,Santa Barbara,377,0,67,80,230,"2,499",327,"1,968",204,23
,Santa Clara,214,2,35,82,95,"3,618",408,"2,810",400,7
,Santa Clarita,352,4,40,122,186,"3,081",674,"1,997",410,13
,Santa Cruz,409,1,57,103,248,"3,684",412,"2,911",361,30
,Santa Fe Springs,106,0,4,48,54,"1,048",183,688,177,6
,Santa Maria,476,3,58,155,260,"2,354",446,"1,231",677,11
,Santa Monica,705,3,54,241,407,"4,374",648,"3,462",264,25
,Santa Paula,103,2,7,18,76,434,84,308,42,2
,Santa Rosa,722,5,109,126,482,"3,245",525,"2,309",411,22
,Santee,155,0,11,43,101,866,109,665,92,1
,Saratoga,33,2,3,6,22,192,94,81,17,4
,Sausalito,14,0,0,3,11,231,37,187,7,0
,Scotts Valley,14,0,6,4,4,227,40,167,20,0
,Seal Beach,45,0,2,19,24,643,92,503,48,1
,Seaside,92,1,8,31,52,513,81,360,72,1
,Sebastopol,20,0,5,3,12,129,39,81,9,1
,Selma,292,3,12,17,260,873,300,411,162,7
,Shafter,43,0,7,11,25,473,117,242,114,11
,Sierra Madre,8,0,1,1,6,108,43,61,4,2
,Signal Hill,63,1,5,34,23,749,93,521,135,2
,Simi Valley,184,0,32,39,113,"1,824",331,"1,355",138,7
,Solana Beach,13,0,3,4,6,229,68,142,19,0
,Soledad,50,2,3,7,38,170,47,76,47,3
,Solvang,7,0,1,1,5,85,21,62,2,0
,Sonoma,31,0,5,7,19,186,36,146,4,1
,Sonora,33,0,9,7,17,324,56,239,29,7
,South El Monte,121,2,4,35,80,684,169,314,201,9
,South Gate,674,6,41,223,404,"3,131",507,"1,691",933,14
,South Lake Tahoe,58,0,12,8,38,482,129,280,73,1
,South Pasadena,18,1,2,9,6,504,130,315,59,2
,South San Francisco,234,1,31,72,130,"1,605",214,"1,184",207,8
,Stallion Springs,4,0,0,0,4,10,0,10,0,0
,Stanton,142,1,17,37,87,649,130,384,135,4
,St. Helena,11,0,5,1,5,93,33,52,8,2
,Stockton6,"4,379",55,154,"1,208","2,962","11,229","2,140","7,040","2,049",208
,Suisun City,101,3,8,38,52,689,110,490,89,8
,Sunnyvale,182,1,29,56,96,"2,682",512,"1,872",298,19
,Susanville,209,0,9,11,189,314,102,197,15,7
,Sutter Creek,4,0,0,0,4,61,8,47,6,1
,Taft,83,0,5,7,71,405,77,287,41,0
,Tehachapi,49,1,4,8,36,223,57,130,36,4
,Temecula,117,1,5,38,73,"2,614",353,"2,011",250,2
,Temple City,54,2,3,20,29,552,258,257,37,0
,Thousand Oaks,172,2,44,35,91,"1,687",269,"1,305",113,12
,Tiburon,3,0,0,1,2,86,16,70,0,0
,Torrance,267,0,36,116,115,"3,206",557,"2,213",436,12
,Tracy,193,3,27,77,86,"2,179",201,"1,616",362,11
,Truckee,19,0,4,0,15,165,40,98,27,4
,Tulare,254,2,22,66,164,"1,703",284,"1,008",411,15
,Tulelake,2,0,0,0,2,1,1,0,0,0
,Turlock,447,4,24,142,277,"2,296",382,"1,471",443,35
,Tustin,132,3,11,47,71,"1,949",288,"1,484",177,9
,Twentynine Palms,40,2,2,6,30,326,142,139,45,8
,Ukiah,121,0,14,20,87,335,59,234,42,13
,Union City,255,1,15,83,156,"1,686",216,"1,114",356,4
,Upland,232,7,25,101,99,"2,071",586,"1,194",291,6
,Vacaville,198,1,20,56,121,"2,108",186,"1,742",180,17
,Vallejo,"1,048",15,93,390,550,"4,597","2,445","1,181",971,60
,Ventura,460,2,63,111,284,"3,638",585,"2,717",336,17
,Vernon,35,0,0,20,15,424,60,229,135,5
,Victorville,862,14,54,267,527,"3,318",830,"1,839",649,42
,Villa Park,2,0,0,0,2,74,35,35,4,1
,Visalia,457,9,81,144,223,"4,396",839,"2,953",604,16
,Vista,370,4,38,104,224,"1,494",310,889,295,9
,Walnut,43,0,12,8,23,485,232,221,32,2
,Walnut Creek,105,1,2,39,63,"2,304",243,"1,871",190,2
,Waterford,16,0,1,2,13,120,26,55,39,0
,Watsonville,298,1,41,69,187,"1,711",251,995,465,14
,Weed,23,0,0,0,23,95,23,62,10,0
,West Covina,275,0,31,144,100,"2,733",502,"1,821",410,10
,West Hollywood,254,1,29,122,102,"1,705",234,"1,367",104,2
,Westlake Village,14,0,1,4,9,208,48,155,5,0
,Westminster,281,4,23,132,122,"2,825",443,"1,987",395,14
,Westmorland,5,0,0,0,5,21,9,10,2,0
,West Sacramento,199,7,19,79,94,"1,138",201,756,181,21
,Wheatland,6,0,0,2,4,37,10,22,5,1
,Whittier,300,5,15,137,143,"2,507",420,"1,774",313,6
,Wildomar,56,0,2,15,39,683,128,430,125,1
,Williams,11,0,3,5,3,75,34,32,9,2
,Willits,57,0,4,5,48,61,11,25,25,0
,Windsor,61,0,15,6,40,279,40,219,20,2
,Winters,14,0,0,1,13,131,26,93,12,2
,Woodlake,27,1,1,2,23,122,20,86,16,4
,Woodland,187,0,21,38,128,"1,861",326,"1,306",229,35
,Yorba Linda,45,0,9,5,31,714,185,482,47,5
,Yountville,1,0,0,0,1,42,7,33,2,0
,Yreka,51,1,5,2,43,213,57,113,43,1
,Yuba City,255,0,23,82,150,"2,207",380,"1,448",379,15
,Yucaipa,74,0,12,23,39,927,202,590,135,5
,Yucca Valley,65,0,9,18,38,444,148,244,52,2
COLORADO,Alamosa,46,0,8,6,32,721,125,582,14,6
,Arvada,193,0,39,44,110,"3,302",337,"2,521",444,19
,Aspen,2,0,2,0,0,292,30,246,16,1
,Ault,2,0,0,0,2,2,1,1,0,0
,Aurora,"2,239",30,319,679,"1,211","11,054","1,671","7,194","2,189",68
,Avon,20,0,7,2,11,117,8,104,5,0
,Basalt,0,0,0,0,0,23,2,19,2,0
,Bayfield,3,0,0,1,2,36,9,26,1,0
,Black Hawk,4,0,3,0,1,216,5,198,13,0
,Bow Mar,0,0,0,0,0,5,1,3,1,0
,Breckenridge,5,0,1,0,4,174,32,136,6,1
,Brighton,188,0,38,24,126,"1,307",145,956,206,8
,Broomfield,84,1,23,7,53,"1,790",197,"1,400",193,9
,Brush,6,0,5,0,1,69,15,50,4,0
,Buena Vista,1,0,0,0,1,42,3,37,2,0
,Burlington,11,0,2,0,9,69,2,64,3,1
,Calhan,3,0,1,0,2,10,1,9,0,0
,Canon City,73,1,16,6,50,650,110,488,52,7
,Carbondale,17,0,7,1,9,108,10,93,5,1
,Castle Rock,54,0,26,10,18,969,120,797,52,2
,Center,2,0,0,0,2,53,23,27,3,0
,Cherry Hills Village,2,0,0,1,1,25,5,17,3,0
,Colorado Springs,"2,479",29,489,482,"1,479","15,214","2,508","10,571","2,135",115
,Columbine Valley,1,0,0,0,1,11,4,5,2,0
,Commerce City,314,4,54,39,217,"1,843",240,"1,287",316,25
,Cortez,15,0,3,4,8,288,2,283,3,0
,Craig,17,0,7,2,8,202,25,168,9,1
,Crested Butte,14,0,0,0,14,15,2,13,0,1
,Cripple Creek,6,0,0,1,5,94,13,76,5,0
,Dacono,6,0,0,2,4,29,10,15,4,0
,Delta,8,0,2,1,5,396,85,292,19,1
,Denver,"4,774",59,699,"1,232","2,784","25,912","4,331","16,021","5,560",129
,Dillon,2,0,0,1,1,28,5,21,2,0
,Durango,44,0,2,7,35,708,62,598,48,3
,Eagle,10,0,3,0,7,94,9,81,4,2
,Eaton,2,0,0,0,2,42,4,34,4,0
,Edgewater,11,0,1,4,6,346,25,270,51,0
,Erie,12,2,0,3,7,200,27,160,13,3
,Estes Park,19,0,6,0,13,59,16,41,2,0
,Evans,68,1,5,12,50,458,90,317,51,8
,Federal Heights,77,1,9,12,55,541,63,346,132,2
,Firestone,9,0,0,1,8,119,20,83,16,2
,Florence,4,0,0,0,4,53,4,40,9,0
,Fort Collins,369,6,45,42,276,"4,250",457,"3,586",207,14
,Fort Lupton,9,0,4,1,4,91,12,65,14,2
,Fort Morgan,44,0,25,2,17,318,46,250,22,2
,Fountain,149,0,29,14,106,781,115,566,100,5
,Fowler,2,0,0,0,2,8,2,4,2,0
,Fraser/Winter Park,5,0,3,0,2,55,6,47,2,0
,Frederick,7,0,0,0,7,58,6,48,4,1
,Frisco,4,0,2,2,0,60,13,44,3,2
,Fruita,25,0,6,3,16,172,36,131,5,2
,Garden City,4,0,0,1,3,21,2,14,5,1
,Glendale,46,0,9,17,20,781,41,690,50,3
,Glenwood Springs,27,0,7,4,16,457,35,405,17,0
,Golden,23,1,7,3,12,600,62,485,53,3
,Granby,1,0,0,0,1,40,7,31,2,0
,Grand Junction,361,2,71,25,263,"2,849",356,"2,324",169,32
,Greeley,449,5,75,57,312,"2,714",428,"2,020",266,23
