Table 8,,,,,,,,,,,
Offenses Known to Law Enforcement,,, ,,,,,,,,
"by State by City, 2011",,,,,,,,,,,
State,City,"Violent
crime","Murder and
nonnegligent
manslaughter","Forcible
rape",Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson1
,Banning,159,4,9,30,116,710,351,273,86,0
,Barstow,185,2,12,48,123,822,276,407,139,5
,Bear Valley,5,0,0,0,5,93,13,79,1,0
,Beaumont,89,2,6,14,67,980,216,676,88,6
,Bell,291,0,14,101,176,801,235,394,172,0
,Bellflower,286,4,14,116,152,"1,832",481,907,444,9
,Bell Gardens,170,8,5,78,79,794,136,310,348,2
,Belmont,16,0,2,6,8,454,98,308,48,2
,Belvedere,0,0,0,0,0,18,5,13,0,0
,Benicia,40,1,6,11,22,409,144,207,58,11
,Berkeley,482,1,19,340,122,"5,064",976,"3,460",628,25
,Beverly Hills,58,1,2,34,21,974,269,675,30,5
,Big Bear Lake,27,1,2,2,22,265,77,171,17,2
,Biggs,12,0,2,1,9,27,9,13,5,0
,Bishop,16,0,1,1,14,110,29,79,2,0
,Blythe,69,3,1,10,55,695,272,403,20,11
,Bradbury,0,0,0,0,0,12,6,5,1,0
,Brawley,54,0,8,12,34,"1,047",399,551,97,3
,Brea,58,0,1,27,30,"1,419",202,"1,156",61,2
,Brentwood,118,0,12,46,60,"1,080",249,771,60,18
,Brisbane,10,0,0,1,9,112,17,86,9,2
,Broadmoor,8,0,2,4,2,60,22,27,11,0
,Buellton,7,0,2,1,4,65,15,45,5,0
,Buena Park,230,3,8,76,143,"1,879",310,"1,230",339,21
,Burbank,191,1,17,68,105,"2,555",395,"1,926",234,11
,Burlingame,51,1,4,19,27,639,146,434,59,0
,Calabasas,11,0,0,3,8,291,76,205,10,1
,Calexico,112,1,6,28,77,"1,394",527,529,338,4
,California City,71,0,12,10,49,510,255,228,27,0
,Calimesa,10,0,0,3,7,159,52,85,22,2
,Calistoga,5,0,1,1,3,60,14,42,4,0
,Camarillo,79,2,10,17,50,882,160,675,47,19
,Campbell,96,0,11,36,49,"1,378",307,920,151,7
,Canyon Lake,21,0,1,1,19,225,34,160,31,0
,Capitola,28,1,2,8,17,598,65,518,15,1
,Carlsbad,210,4,11,35,160,"1,970",468,"1,375",127,2
,Carmel,3,0,0,1,2,78,19,59,0,0
,Carpinteria,24,0,3,3,18,204,43,149,12,1
,Carson,444,5,13,106,320,"2,492",573,"1,360",559,9
,Cathedral City,226,4,15,53,154,"1,783",790,713,280,7
,Ceres,164,0,6,50,108,"1,692",374,"1,037",281,13
,Cerritos,84,0,4,51,29,"1,761",375,"1,221",165,3
,Chico,245,5,37,92,111,"2,115",487,"1,337",291,29
,Chino,247,2,9,58,178,"2,072",530,"1,341",201,12
,Chino Hills,68,0,4,16,48,978,264,624,90,3
,Chowchilla,82,0,2,4,76,453,184,233,36,11
,Chula Vista,670,6,34,233,397,"5,007",807,"3,316",884,36
,Citrus Heights,334,1,15,127,191,"3,333",607,"2,386",340,12
,City of Angels,16,0,3,0,13,60,28,29,3,0
,Claremont,32,0,1,19,12,850,207,601,42,26
,Clayton,8,0,1,2,5,101,25,73,3,2
,Clearlake,143,2,14,21,106,699,251,367,81,15
,Cloverdale,11,0,3,1,7,159,21,129,9,3
,Clovis,211,4,26,55,126,"3,933",914,"2,608",411,13
,Coachella,276,1,5,76,194,"1,697",467,972,258,6
,Coalinga,114,1,4,5,104,676,223,420,33,15
,Colma,11,0,1,6,4,246,33,202,11,0
,Colton,189,4,8,90,87,"1,558",446,844,268,13
,Colusa,4,0,0,2,2,126,36,81,9,0
,Commerce,116,0,5,46,65,949,117,507,325,10
,Compton,"1,067",17,45,380,625,"2,865",800,"1,202",863,39
,Concord,430,7,19,167,237,"3,803",898,"2,268",637,9
,Corcoran,76,1,1,13,61,355,106,207,42,0
,Corning,57,0,4,9,44,349,65,263,21,3
,Corona,200,2,10,105,83,"3,354",705,"2,298",351,20
,Coronado,25,0,2,6,17,483,68,376,39,0
,Costa Mesa,231,4,30,83,114,"3,534",524,"2,743",267,14
,Cotati,35,0,3,5,27,97,32,59,6,0
,Covina,142,1,10,43,88,"1,719",372,"1,195",152,4
,Crescent City,60,0,2,9,49,286,89,182,15,0
,Cudahy,167,0,7,60,100,371,49,195,127,1
,Culver City,146,2,6,74,64,"1,669",199,"1,363",107,0
,Cupertino,46,1,4,18,23,711,139,555,17,5
,Cypress,60,1,8,18,33,857,150,647,60,4
,Daly City,184,1,14,59,110,"1,880",322,"1,308",250,15
,Dana Point,53,0,0,5,48,627,101,489,37,0
,Danville,26,0,0,7,19,493,102,361,30,4
,Davis,114,2,33,38,41,"1,489",398,"1,000",91,10
,Delano,220,1,7,48,164,"1,644",773,513,358,40
,Del Mar,16,0,2,1,13,179,29,135,15,0
,Del Rey Oaks,4,0,0,3,1,56,12,43,1,2
,Desert Hot Springs,334,4,14,55,261,"1,463",594,693,176,6
,Diamond Bar,58,2,6,24,26,778,254,473,51,5
,Dinuba,156,0,0,21,135,765,297,366,102,5
,Dixon,44,0,4,7,33,355,75,237,43,2
,Dorris,7,0,0,1,6,32,8,23,1,0
,Dos Palos,40,0,0,3,37,177,50,105,22,2
,Downey,390,2,23,204,161,"3,876",769,"2,054","1,053",4
,Duarte,60,0,5,16,39,427,110,263,54,2
,Dublin,79,0,4,16,59,642,115,478,49,4
,Dunsmuir,3,0,0,2,1,71,16,52,3,0
,East Palo Alto,263,8,19,107,129,824,427,239,158,0
,Eastvale,46,1,3,20,22,963,199,637,127,3
,El Cajon,529,2,28,187,312,"2,468",603,"1,443",422,14
,El Centro,165,2,11,36,116,"2,284",695,"1,424",165,15
,El Cerrito,104,0,3,58,43,923,228,587,108,1
,Elk Grove,523,3,18,98,404,"3,270",664,"2,282",324,14
,El Monte,421,1,33,196,191,"2,286",544,"1,136",606,6
,El Segundo,38,0,4,15,19,550,161,338,51,1
,Emeryville,208,0,2,73,133,"1,257",161,977,119,3
,Encinitas,140,0,10,27,103,"1,037",222,722,93,0
,Escalon,19,0,0,0,19,282,89,174,19,0
,Escondido,495,3,28,177,287,"3,210",557,"2,156",497,19
,Etna,2,0,0,0,2,11,4,5,2,0
,Eureka,122,1,28,35,58,"1,644",447,"1,012",185,16
,Exeter,45,1,1,10,33,342,138,180,24,5
,Fairfax,23,0,1,0,22,123,27,94,2,0
,Fairfield,425,5,21,148,251,"2,974",572,"2,055",347,13
,Farmersville,37,1,0,4,32,247,79,134,34,2
,Ferndale,4,0,0,0,4,8,6,2,0,0
,Fillmore,32,0,2,17,13,230,35,164,31,2
,Firebaugh,12,0,0,4,8,131,52,62,17,0
,Folsom,84,1,15,33,35,"1,510",316,"1,116",78,15
,Fontana,720,5,39,241,435,"4,235","1,041","2,411",783,9
,Fort Bragg,41,0,1,5,35,311,78,223,10,3
,Fort Jones,4,0,0,1,3,15,4,11,0,0
,Fortuna,56,0,11,6,39,381,76,280,25,4
,Foster City,26,1,1,2,22,395,107,255,33,8
,Fountain Valley,79,1,8,14,56,"1,279",273,941,65,1
,Fowler,45,0,1,2,42,178,43,106,29,2
,Fremont,384,2,35,156,191,"3,952","1,206","2,303",443,19
,Fresno,"2,915",35,51,"1,020","1,809","25,421","5,713","14,928","4,780",136
,Fullerton,306,2,25,104,175,"3,550",643,"2,548",359,11
,Galt,44,0,1,25,18,421,111,266,44,9
,Gardena,281,2,11,139,129,"1,453",395,789,269,4
,Garden Grove,449,2,19,171,257,"3,387",717,"2,242",428,17
,Gilroy,204,1,8,65,130,"1,382",207,"1,006",169,7
,Glendale,258,0,14,108,136,"3,452",623,"2,506",323,5
,Glendora,65,0,7,35,23,"1,309",185,"1,068",56,2
,Goleta,40,0,4,8,28,383,98,268,17,1
,Gonzales,23,0,1,8,14,121,31,61,29,4
,Grand Terrace,17,0,1,4,12,238,77,127,34,0
,Grass Valley,64,0,7,13,44,453,77,339,37,3
,Greenfield,82,5,4,29,44,306,87,168,51,8
,Gridley,62,0,2,3,57,251,68,148,35,1
,Grover Beach,36,0,10,3,23,322,77,211,34,3
,Guadalupe,8,0,1,1,6,58,18,36,4,3
,Gustine,34,1,2,5,26,148,46,81,21,1
,Hanford,174,2,7,48,117,"1,447",286,"1,002",159,12
,Hawaiian Gardens,67,0,0,30,37,216,41,120,55,3
,Hawthorne,623,5,25,302,291,"2,124",598,"1,136",390,10
,Hayward,579,7,44,360,168,"3,782",988,"1,693","1,101",16
,Healdsburg,14,0,4,2,8,242,54,187,1,0
,Hemet,361,5,15,124,217,"3,472","1,173","1,911",388,3
,Hercules,33,0,2,10,21,312,94,174,44,1
,Hermosa Beach,62,1,7,16,38,605,130,450,25,1
,Hesperia,313,2,25,95,191,"2,249",668,"1,181",400,20
,Hidden Hills,0,0,0,0,0,15,4,11,0,0
,Highland,236,4,10,81,141,"1,457",556,641,260,14
,Hillsborough,0,0,0,0,0,73,29,41,3,0
,Hollister,158,4,10,28,116,621,251,297,73,12
,Holtville,3,0,1,0,2,106,31,65,10,3
,Hughson,7,1,1,2,3,98,19,64,15,0
,Huntington Beach,406,4,34,108,260,"4,589",753,"3,584",252,20
,Huntington Park,487,1,10,317,159,"2,100",209,"1,128",763,8
,Huron,100,0,5,21,74,150,44,73,33,7
,Imperial,8,0,0,0,8,88,22,48,18,0
,Imperial Beach,143,0,6,15,122,433,119,193,121,3
,Indian Wells,0,0,0,0,0,151,47,102,2,0
,Indio,430,3,24,110,293,"2,610",788,"1,453",369,5
,Industry,44,0,2,22,20,"1,136",114,788,234,5
,Inglewood,808,13,33,343,419,"2,582",568,"1,459",555,32
,Ione,19,0,1,1,17,109,27,80,2,1
,Irvine,120,2,11,40,67,"3,280",513,"2,649",118,17
,Irwindale,26,2,2,2,20,194,46,121,27,0
,Jackson,18,0,2,1,15,170,49,114,7,0
,Kensington,3,1,0,1,1,93,28,51,14,0
,Kerman,60,1,6,18,35,548,117,299,132,1
,King City,70,1,9,5,55,264,111,113,40,4
,Kingsburg,64,0,2,4,58,369,105,209,55,2
,La Canada Flintridge,14,0,2,3,9,349,94,243,12,2
,Lafayette,9,0,2,2,5,393,110,251,32,0
,Laguna Beach,62,0,6,6,50,604,115,465,24,1
,Laguna Hills,45,0,2,11,32,597,95,475,27,2
,Laguna Niguel,43,0,3,13,27,666,118,524,24,4
,Laguna Woods,8,0,0,5,3,145,25,116,4,0
,La Habra,201,0,3,47,151,"1,370",233,"1,026",111,1
,La Habra Heights,7,0,1,1,5,71,29,38,4,1
,Lake Elsinore,122,0,3,43,76,"1,611",480,908,223,2
,Lake Forest,89,2,1,22,64,947,140,763,44,8
,Lakeport,19,0,2,3,14,261,54,200,7,0
,Lake Shastina,0,0,0,0,0,0,0,0,0,0
,Lakewood,214,2,9,98,105,"1,899",341,"1,295",263,4
,La Mesa,227,1,11,93,122,"1,533",308,997,228,8
,La Mirada,81,0,3,20,58,807,129,536,142,3
,Lancaster,851,4,42,273,532,"3,216",986,"1,843",387,35
,La Palma,11,1,2,6,2,255,63,169,23,2
,La Puente,157,3,6,44,104,594,136,294,164,2
,La Quinta,188,1,3,33,151,"1,428",477,901,50,1
,La Verne,63,0,1,13,49,647,135,481,31,4
,Lawndale,175,5,7,72,91,447,157,196,94,1
,Lemon Grove,137,1,4,29,103,416,105,208,103,0
,Lemoore,81,2,6,12,61,703,130,496,77,13
,Lincoln,29,1,7,5,16,487,170,267,50,6
,Lindsay,70,1,0,10,59,289,73,180,36,2
,Livermore,267,3,14,39,211,"1,776",366,"1,283",127,10
,Livingston,75,0,5,10,60,350,180,135,35,2
,Lodi,236,2,7,89,138,"2,439",713,"1,507",219,12
,Loma Linda,53,0,6,15,32,534,144,306,84,1
,Lomita,87,2,5,24,56,334,90,207,37,4
,Lompoc,275,2,28,21,224,971,232,692,47,26
,Long Beach,"2,857",25,112,"1,320","1,400","12,816","3,275","7,329","2,212",103
,Los Alamitos,12,0,0,6,6,304,80,195,29,3
,Los Altos,6,0,2,2,2,269,55,203,11,2
,Los Altos Hills,4,0,1,0,3,61,33,26,2,3
,Los Angeles,"20,045",297,828,"10,077","8,843","86,330","17,264","53,469","15,597","1,376"
,Los Banos,168,3,7,29,129,"1,177",397,676,104,1
,Los Gatos,42,0,4,17,21,627,122,464,41,7
,Lynwood,609,4,8,283,314,"1,393",429,496,468,22
,Madera,406,1,15,115,275,"1,442",608,528,306,0
,Malibu,15,0,2,2,11,268,76,182,10,0
,Mammoth Lakes,38,0,5,4,29,244,66,156,22,1
,Manhattan Beach,44,0,6,10,28,891,204,654,33,2
,Manteca,206,4,7,53,142,"2,367",511,"1,590",266,19
,Marina,49,1,6,17,25,482,130,328,24,6
,Martinez,68,0,5,21,42,838,191,499,148,1
,Marysville,101,1,6,11,83,460,154,231,75,7
,Maywood,155,2,0,54,99,358,90,135,133,2
,McFarland,57,0,1,10,46,212,80,90,42,13
,Menifee,53,2,2,23,26,"1,611",450,901,260,6
,Mendota,64,2,2,20,40,380,114,208,58,24
,Menlo Park,49,2,2,20,25,617,196,386,35,2
,Merced,503,8,20,149,326,"3,159",802,"2,044",313,42
,Millbrae,28,0,1,9,18,403,105,264,34,3
,Mill Valley,13,0,2,4,7,182,55,118,9,0
,Milpitas,102,2,10,59,31,"1,824",299,"1,315",210,12
,Mission Viejo,79,0,3,30,46,"1,216",193,983,40,4
,Modesto,"1,413",14,67,425,907,"8,894","2,121","5,410","1,363",56
,Monrovia,75,0,1,34,40,904,150,675,79,1
,Montague,4,0,0,0,4,16,7,7,2,2
,Montclair,191,1,7,81,102,"1,694",221,"1,170",303,4
,Montebello,174,1,6,97,70,"1,837",671,766,400,42
,Monterey,188,2,6,40,140,"1,190",229,920,41,8
,Monterey Park,102,1,1,60,40,"1,039",213,635,191,0
,Monte Sereno,0,0,0,0,0,20,7,13,0,1
,Moorpark,27,0,1,10,16,365,83,261,21,7
,Moraga,9,0,5,1,3,172,34,121,17,2
,Moreno Valley,732,7,32,330,363,"5,762","2,095","2,767",900,3
,Morgan Hill,42,1,8,16,17,690,138,470,82,13
,Morro Bay,20,0,3,2,15,144,28,113,3,0
,Mountain View,153,0,7,41,105,"1,353",167,"1,086",100,3
,Mount Shasta,6,0,0,0,6,80,25,48,7,0
,Murrieta,105,2,13,34,56,"1,495",348,"1,031",116,10
,Napa,224,1,24,47,152,"1,615",344,"1,132",139,9
,National City,372,1,12,137,222,"1,814",300,"1,046",468,6
,Needles,13,1,0,3,9,198,85,90,23,1
,Nevada City,18,0,1,1,16,123,31,81,11,0
,Newark,170,1,8,55,106,"1,386",385,900,101,3
,Newman,22,0,0,5,17,261,61,164,36,0
,Newport Beach,116,0,16,27,73,"2,223",441,"1,702",80,11
,Norco,34,0,4,12,18,649,185,390,74,1
,Norwalk,371,5,10,138,218,"2,274",476,"1,156",642,21
,Novato,108,0,10,24,74,992,215,707,70,10
,Oakdale,44,0,5,13,26,900,286,530,84,0
,Oakland,"6,652",104,202,"3,365","2,981","20,904","5,170","9,429","6,305",138
,Oakley,79,3,3,13,60,526,126,314,86,4
,Oceanside,620,7,58,181,374,"3,849",792,"2,704",353,22
,Ojai,25,0,2,6,17,171,32,136,3,0
,Ontario,493,6,27,209,251,"4,858",939,"3,057",862,22
,Orange,157,3,6,82,66,"2,652",445,"2,001",206,9
,Orinda,4,0,0,2,2,224,83,130,11,1
,Orland,31,0,1,5,25,208,63,107,38,3
,Oroville,67,1,10,23,33,759,226,465,68,14
,Oxnard,619,8,26,274,311,"3,499",577,"2,563",359,26
,Pacifica,44,0,4,7,33,484,89,350,45,3
,Pacific Grove,24,0,0,3,21,297,104,184,9,3
,Palmdale,785,9,38,246,492,"3,273",959,"1,906",408,29
,Palm Desert,76,2,2,40,32,"2,147",593,"1,439",115,3
,Palm Springs,256,1,16,88,151,"2,304",742,"1,266",296,16
,Palo Alto,64,0,3,24,37,"1,248",286,923,39,12
,Palos Verdes Estates,5,0,1,1,3,118,40,71,7,0
,Paradise,78,0,10,14,54,462,200,220,42,0
,Paramount,255,1,6,129,119,"1,621",268,884,469,15
,Pasadena,435,7,26,178,224,"3,672","1,011","2,382",279,25
,Paso Robles,95,2,11,12,70,832,148,632,52,2
,Patterson,56,1,2,17,36,619,226,270,123,2
,Perris,167,3,3,93,68,"2,124",588,974,562,0
,Petaluma,140,0,11,23,106,884,131,693,60,9
,Pico Rivera,243,7,11,87,138,"1,568",223,999,346,7
,Piedmont,8,0,0,7,1,282,88,148,46,1
,Pinole,83,1,1,33,48,556,108,328,120,3
,Pismo Beach,31,0,2,5,24,315,84,205,26,0
,Pittsburg,145,3,7,76,59,"1,905",554,915,436,2
,Placentia,82,1,2,25,54,891,203,627,61,5
,Placerville,68,1,4,10,53,218,61,135,22,2
,Pleasant Hill,72,0,3,29,40,"1,449",214,"1,132",103,10
,Pleasanton,59,0,4,24,31,"1,215",182,949,84,5
,Pomona,927,11,54,339,523,"4,444",890,"2,578",976,17
,Porterville,226,2,5,58,161,"1,937",519,"1,222",196,3
,Port Hueneme,52,0,4,14,34,369,92,244,33,5
,Poway,94,0,8,17,69,615,163,413,39,1
,Rancho Cordova,324,5,12,109,198,"1,904",498,"1,111",295,5
,Rancho Cucamonga,293,6,13,103,171,"3,915","1,173","2,381",361,11
,Rancho Mirage,19,0,1,6,12,723,243,444,36,0
,Rancho Palos Verdes,36,1,1,11,23,550,182,342,26,2
,Rancho Santa Margarita,32,0,1,9,22,368,66,284,18,3
,Red Bluff,104,1,3,17,83,724,218,481,25,1
,Redding,701,3,63,100,535,"3,396",823,"2,237",336,4
,Redlands,197,3,18,90,86,"2,621",531,"1,766",324,25
,Redondo Beach,168,0,3,54,111,"1,601",313,"1,208",80,3
,Redwood City,177,0,26,63,88,"1,487",436,918,133,9
,Reedley,202,1,8,29,164,533,178,275,80,2
,Rialto,480,6,18,204,252,"2,978",934,"1,524",520,21
,Richmond,"1,035",26,39,303,667,"4,546","1,651","1,533","1,362",32
,Ridgecrest,116,2,12,14,88,521,192,292,37,15
,Rio Dell,4,0,1,1,2,55,11,41,3,1
,Rio Vista,45,0,0,2,43,161,58,89,14,4
,Ripon,16,0,2,5,9,309,44,246,19,1
,Riverbank,62,0,2,14,46,610,244,288,78,2
,Riverside,"1,310",13,57,458,782,"9,631","2,080","6,278","1,273",49
,Rocklin,62,0,7,22,33,"1,092",267,763,62,11
,Rohnert Park,193,1,16,15,161,801,154,595,52,10
,Rolling Hills,0,0,0,0,0,14,7,6,1,0
,Rolling Hills Estates,6,0,0,3,3,162,43,115,4,0
,Rosemead,170,0,13,69,88,"1,140",266,677,197,2
,Roseville,248,1,24,43,180,"3,541",534,"2,786",221,11
,Ross,1,0,0,0,1,36,9,26,1,0
,Sacramento,"3,354",36,134,"1,162","2,022","18,563","4,141","11,087","3,335",146
,Salinas,"1,115",15,34,374,692,"4,492","1,140","2,189","1,163",22
,San Anselmo,25,0,1,3,21,247,77,163,7,1
,San Bernardino,"1,861",30,77,720,"1,034","8,461","2,359","4,446","1,656",60
,San Bruno,87,1,8,33,45,917,109,674,134,4
,San Clemente,55,0,5,15,35,879,206,631,42,11
,Sand City,5,0,1,3,1,87,2,83,2,0
,San Diego,"5,104",38,293,"1,456","3,317","29,709","5,840","17,610","6,259",153
,San Dimas,78,0,4,17,57,562,133,390,39,3
,San Fernando,103,0,3,36,64,430,99,270,61,3
,San Francisco,"5,374",50,131,"3,088","2,105","32,886","4,408","24,304","4,174",161
,San Gabriel,107,0,2,41,64,553,167,338,48,1
,Sanger,314,2,9,20,283,985,297,523,165,4
,San Jacinto,118,4,4,43,67,"1,462",507,766,189,3
,San Jose,"3,206",39,226,"1,101","1,840","21,972","4,223","12,628","5,121",165
,San Juan Capistrano,56,2,4,16,34,450,71,345,34,5
,San Leandro,367,7,19,217,124,"3,205",671,"1,957",577,14
,San Luis Obispo,134,2,24,34,74,"1,782",330,"1,345",107,25
,San Marcos,233,0,19,60,154,"1,424",358,908,158,7
,San Marino,11,0,2,3,6,192,61,129,2,0
,San Mateo,246,1,20,69,156,"1,732",306,"1,288",138,4
,San Pablo,256,3,6,126,121,"1,342",347,554,441,6
,San Rafael,200,2,20,65,113,"1,473",309,"1,011",153,13
,San Ramon,27,0,0,11,16,869,166,640,63,5
,Santa Ana,"1,313",13,62,591,647,"6,575","1,067","4,222","1,286",101
,Santa Barbara,319,0,37,80,202,"2,756",541,"2,124",91,16
,Santa Clara,177,2,14,67,94,"2,933",409,"2,202",322,20
,Santa Clarita,262,5,18,76,163,"2,568",567,"1,766",235,19
,Santa Cruz,480,1,23,113,343,"3,356",568,"2,603",185,12
,Santa Fe Springs,107,1,6,45,55,"1,133",140,833,160,3
,Santa Maria,716,7,18,153,538,"2,429",655,"1,510",264,9
,Santa Monica,369,1,24,129,215,"2,971",483,"2,300",188,7
,Santa Paula,130,1,7,45,77,475,104,319,52,1
,Santa Rosa,682,5,58,134,485,"3,706",637,"2,794",275,16
,Santee,132,1,8,38,85,977,204,666,107,2
,Saratoga,16,1,1,2,12,214,62,139,13,9
,Sausalito,6,0,1,1,4,196,52,139,5,0
,Scotts Valley,13,0,2,3,8,279,63,200,16,1
,Seal Beach,30,8,1,8,13,530,133,367,30,1
,Seaside,112,0,7,23,82,633,149,431,53,10
,Sebastopol,8,0,0,0,8,162,30,125,7,2
,Selma,209,0,9,36,164,"1,260",339,722,199,3
,Shafter,41,2,3,11,25,508,162,263,83,19
,Sierra Madre,10,0,1,1,8,137,38,95,4,0
,Signal Hill,32,0,3,13,16,471,99,312,60,2
,Simi Valley,116,0,9,41,66,"1,697",314,"1,278",105,14
,Solana Beach,33,0,1,12,20,243,68,158,17,0
,Soledad,74,2,4,22,46,251,125,105,21,0
,Solvang,5,0,1,0,4,68,22,42,4,1
,Sonoma,32,0,1,0,31,221,57,157,7,2
,Sonora,30,0,4,8,18,428,69,342,17,2
,South El Monte,122,0,6,41,75,376,75,184,117,3
,South Gate,580,6,10,269,295,"2,893",418,"1,294","1,181",14
,South Lake Tahoe,130,1,5,22,102,429,153,260,16,1
,South Pasadena,33,0,6,14,13,480,141,281,58,2
,South San Francisco,138,1,13,47,77,"1,327",412,764,151,19
,Stallion Springs,3,0,0,0,3,9,5,3,1,1
,Stanton,141,1,7,53,80,629,139,390,100,7
,St. Helena,4,0,1,0,3,113,12,94,7,1
,Stockton,"4,155",58,90,"1,323","2,684","15,463","4,133","9,651","1,679",86
,Suisun City,50,0,5,21,24,691,186,438,67,2
,Sunnyvale,150,3,21,68,58,"1,970",393,"1,351",226,14
,Susanville,81,0,4,8,69,313,108,194,11,2
,Sutter Creek,7,1,0,1,5,63,15,47,1,3
,Taft,51,0,1,8,42,345,75,243,27,0
,Tehachapi,29,0,1,7,21,310,108,182,20,0
,Temecula,95,0,7,54,34,"2,406",547,"1,700",159,0
,Temple City,50,0,2,20,28,344,111,206,27,2
,Thousand Oaks,137,1,10,34,92,"1,788",319,"1,409",60,12
,Tiburon,5,0,0,0,5,87,15,69,3,1
,Torrance,185,2,17,91,75,"2,767",509,"1,957",301,11
,Tracy,138,0,12,68,58,"2,178",390,"1,585",203,12
,Truckee,20,0,1,2,17,259,110,137,12,3
,Tulare,343,5,19,55,264,"2,210",515,"1,365",330,10
,Tulelake,3,0,0,0,3,23,9,14,0,0
,Turlock,368,1,16,96,255,"2,591",806,"1,431",354,20
,Tustin,97,1,7,39,50,"1,513",243,"1,167",103,6
,Twentynine Palms,79,0,10,10,59,523,229,239,55,4
,Twin Cities,36,0,5,12,19,481,149,302,30,1
,Ukiah,115,0,4,18,93,427,154,250,23,5
,Union City,311,3,9,115,184,"1,787",459,"1,070",258,7
,Upland,183,2,14,80,87,"2,214",514,"1,349",351,2
,Vacaville,195,3,20,51,121,"1,677",261,"1,265",151,21
,Vallejo,903,18,53,435,397,"5,244","2,468","1,716","1,060",46
,Ventura,326,1,20,135,170,"3,320",657,"2,468",195,5
,Vernon,32,0,0,19,13,308,30,183,95,1
,Victorville,686,6,37,261,382,"3,931","1,359","2,086",486,26
,Villa Park,2,0,0,0,2,75,12,59,4,0
,Visalia,486,8,40,95,343,"5,121","1,110","3,466",545,8
,Vista,387,0,32,121,234,"2,025",469,"1,213",343,8
,Walnut,40,1,3,8,28,354,107,211,36,4
,Walnut Creek,69,1,2,14,52,"2,024",422,"1,472",130,6
,Waterford,21,1,2,2,16,201,61,114,26,0
,Watsonville,281,5,14,92,170,"1,605",328,967,310,11
,Weed,14,0,0,1,13,88,30,52,6,0
,West Covina,280,1,20,124,135,"3,249",526,"2,212",511,1
,West Hollywood,337,0,19,125,193,"1,437",277,"1,041",119,18
,Westlake Village,4,0,0,2,2,181,54,125,2,1
,Westminster,248,3,11,79,155,"2,504",409,"1,815",280,4
,Westmorland,1,0,0,1,0,11,4,7,0,0
,West Sacramento,172,2,24,61,85,"1,376",256,949,171,13
,Wheatland,8,0,0,0,8,52,18,31,3,0
,Whittier,334,4,7,100,223,"2,468",435,"1,779",254,7
,Wildomar,46,0,6,16,24,719,187,411,121,0
,Williams,14,0,1,1,12,67,27,34,6,2
,Willits,30,0,1,6,23,100,27,64,9,1
,Willows,22,0,2,2,18,229,48,165,16,0
,Windsor,65,0,5,5,55,333,49,271,13,3
,Winters,11,0,1,2,8,103,25,73,5,2
,Woodlake,24,1,1,3,19,144,33,90,21,1
,Woodland,178,1,28,42,107,"1,188",338,721,129,23
,Yorba Linda,49,3,4,9,33,819,152,640,27,3
,Yountville,4,0,1,0,3,43,9,33,1,0
,Yreka,41,0,2,4,35,257,49,201,7,2
,Yuba City,210,1,20,57,132,"1,795",348,"1,277",170,9
,Yucaipa,118,1,7,24,86,900,265,535,100,17
,Yucca Valley,91,1,6,20,64,569,149,355,65,3
COLORADO,Alamosa,43,1,11,5,26,579,92,477,10,4
,Arvada,162,1,25,34,102,"2,546",304,"2,053",189,29
,Aspen,8,0,0,0,8,270,22,245,3,0
,Ault,10,0,0,0,10,26,9,17,0,0
,Aurora,"1,448",9,183,504,752,"9,875","2,144","6,861",870,87
,Avon,6,0,3,0,3,175,19,152,4,2
,Basalt,2,0,0,0,2,46,8,37,1,0
,Bayfield,1,0,0,0,1,6,1,4,1,1
,Berthoud,2,0,0,0,2,71,7,59,5,3
,Black Hawk,10,0,0,1,9,150,1,147,2,3
,Boulder,275,2,35,35,203,"2,491",467,"1,899",125,55
,Brighton,88,0,17,4,67,"1,088",149,875,64,13
,Broomfield,31,1,6,7,17,"1,101",81,974,46,7
,Brush,4,0,0,0,4,68,15,52,1,1
,Buena Vista,0,0,0,0,0,11,0,11,0,0
,Burlington,5,2,0,0,3,67,13,49,5,0
,Campo,0,0,0,0,0,0,0,0,0,0
,Castle Rock,30,2,9,6,13,481,74,397,10,3
,Cedaredge,1,0,0,1,0,38,10,27,1,0
,Centennial,162,0,27,23,112,"1,353",325,957,71,20
,Center,8,0,0,2,6,86,45,39,2,2
,Cherry Hills Village,2,0,1,1,0,44,17,26,1,0
,Colorado Springs,"1,865",26,319,449,"1,071","15,866","3,323","11,375","1,168",107
,Columbine Valley,0,0,0,0,0,12,2,9,1,0
,Commerce City,166,1,39,23,103,"1,227",243,870,114,6
,Cortez,23,0,0,2,21,359,20,333,6,0
,Craig,27,0,9,2,16,265,50,208,7,2
,Crested Butte,0,0,0,0,0,24,8,14,2,1
,Cripple Creek,7,0,0,0,7,90,8,80,2,1
,Dacono,3,0,0,0,3,8,3,2,3,0
,Del Norte,0,0,0,0,0,26,1,25,0,0
,Delta,24,0,5,1,18,323,44,269,10,1
,Denver,"3,708",34,396,"1,143","2,135","22,495","4,868","14,040","3,587",95
,Dillon,1,0,0,0,1,31,4,26,1,0
,Durango,166,0,41,6,119,756,89,627,40,2
,Eagle,4,0,1,0,3,83,5,77,1,0
