Table 8,,,,,,,,,,,
Offenses Known to Law Enforcement,,,,,,,,,,,
"by State by City, 2014",,,,,,,,,,,
State,City,"Violent
crime","Murder and
nonnegligent
manslaughter","Rape
(revised
definition)1",Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson3
,Carson,339,9,,115,207,"2,116",460,"1,267",389,6
,Cathedral City,128,1,,49,67,"1,194",386,491,317,1
,Central Marin,34,0,,13,15,682,264,381,37,0
,Ceres,145,2,,43,89,"1,584",314,991,279,3
,Cerritos,86,0,,50,33,"1,525",293,"1,051",181,3
,Chico,340,1,,100,186,"3,213",483,"2,385",345,70
,Chino,186,0,,42,136,"1,816",418,"1,121",277,9
,Chino Hills,61,0,6,16,39,"1,030",262,685,83,4
,Chowchilla,89,0,,9,79,332,139,160,33,5
,Chula Vista,612,7,,214,351,"4,524",613,"3,091",820,35
,Citrus Heights,389,1,,89,263,"2,691",459,"1,856",376,8
,City of Angels,7,0,,0,7,48,21,24,3,2
,Claremont,39,0,,16,19,853,205,607,41,7
,Clayton,4,0,,2,1,111,48,51,12,1
,Clearlake,97,2,,16,67,681,282,319,80,8
,Cloverdale,15,0,,3,9,171,36,120,15,0
,Clovis,216,1,,48,139,"3,064",791,"2,065",208,12
,Coachella,166,5,,51,107,"1,152",273,660,219,5
,Coalinga,121,0,,6,110,315,78,204,33,11
,Colma,12,0,,5,7,271,16,241,14,0
,Colton6,137,1,8,61,67,"1,575",381,891,303,4
,Colusa,9,0,,4,5,105,33,62,10,0
,Commerce,77,0,,34,40,965,85,622,258,11
,Compton,"1,129",25,,353,724,"2,619",542,"1,366",711,51
,Concord6,465,3,22,166,274,"5,196",832,"3,348","1,016",8
,Corcoran,86,0,,5,76,292,105,168,19,3
,Corning,35,0,,8,23,309,84,182,43,3
,Corona,171,0,,68,78,"3,440",541,"2,389",510,23
,Coronado,17,0,,1,14,545,59,445,41,2
,Costa Mesa,318,0,,120,153,"3,462",573,"2,583",306,18
,Cotati,33,0,,0,32,70,22,42,6,0
,Covina,110,0,,48,57,"1,108",243,731,134,10
,Crescent City,63,0,,12,46,191,68,111,12,3
,Cudahy,81,0,,22,55,332,52,207,73,1
,Culver City6,169,1,6,70,92,"1,693",249,"1,335",109,0
,Cupertino,40,0,4,19,17,"1,026",263,716,47,14
,Cypress,51,0,,20,28,752,136,547,69,0
,Daly City6,194,2,17,78,97,"1,685",304,"1,110",271,9
,Dana Point6,71,0,12,7,52,463,61,374,28,2
,Danville,17,0,,1,13,439,108,294,37,0
,Davis,84,0,,25,33,"1,455",277,"1,080",98,15
,Delano,215,12,,57,136,"1,486",365,690,431,34
,Del Mar6,18,0,4,0,14,137,30,102,5,0
,Del Rey Oaks,1,0,,0,1,52,8,40,4,0
,Desert Hot Springs,168,7,,51,99,"1,160",483,423,254,3
,Diamond Bar,49,0,,13,30,722,263,400,59,2
,Dinuba,187,1,,18,164,933,251,553,129,3
,Dixon,53,0,,21,23,428,60,318,50,2
,Dorris,5,0,,1,4,13,4,7,2,0
,Dos Palos,51,0,,2,47,155,60,76,19,0
,Downey,281,3,,127,136,"2,897",479,"1,626",792,14
,Duarte,54,0,,12,39,352,69,238,45,0
,Dublin6,70,0,3,19,48,798,184,497,117,1
,Dunsmuir,5,0,,0,5,17,8,9,0,0
,East Palo Alto,124,5,,55,56,574,193,228,153,6
,Eastvale,59,0,,17,38,929,206,603,120,6
,El Cajon,327,4,,134,169,"2,252",496,"1,438",318,8
,El Centro,167,0,,59,96,"2,095",406,"1,544",145,8
,El Cerrito,77,0,,43,31,926,158,667,101,8
,Elk Grove,622,2,32,124,464,"3,072",626,"2,237",209,5
,El Monte,333,2,,164,147,"2,213",462,"1,168",583,5
,El Segundo,48,0,,15,29,538,161,305,72,12
,Emeryville,117,0,,60,50,"1,603",129,"1,354",120,2
,Encinitas6,104,0,12,22,70,908,181,642,85,0
,Escalon,10,0,,2,8,171,41,108,22,2
,Escondido,512,3,,165,309,"3,026",500,"1,994",532,13
,Etna,0,0,,0,0,1,1,0,0,0
,Eureka,145,5,,67,53,"2,176",476,"1,532",168,29
,Exeter,47,0,,3,42,305,87,199,19,2
,Fairfax,16,0,,1,14,104,22,74,8,1
,Fairfield,519,6,,201,271,"3,873",656,"2,582",635,10
,Farmersville,52,2,,5,45,165,46,81,38,1
,Ferndale,3,0,,0,3,17,8,9,0,0
,Fillmore6,46,0,1,3,42,122,31,75,16,3
,Firebaugh,75,0,,2,60,299,79,157,63,6
,Folsom,79,1,,23,47,"1,305",244,996,65,5
,Fontana,710,2,,173,496,"3,710",686,"2,191",833,13
,Fort Bragg,27,1,,4,22,256,51,188,17,1
,Fort Jones,0,0,,0,0,16,5,8,3,0
,Fortuna,33,0,,4,20,496,73,402,21,7
,Foster City,14,0,,2,9,366,81,248,37,2
,Fountain Valley,86,0,,21,65,"1,023",196,759,68,1
,Fowler,49,0,,4,42,158,55,79,24,2
,Fremont,284,1,,119,144,"3,910",899,"2,417",594,14
,Fresno,"2,382",47,,781,"1,501","21,101","4,721","13,277","3,103",259
,Fullerton,339,0,,101,183,"3,206",521,"2,380",305,25
,Galt,70,0,,11,48,574,162,362,50,11
,Gardena,276,1,,164,101,"1,389",335,785,269,8
,Garden Grove,406,5,,124,260,"3,098",646,"1,976",476,24
,Gilroy,197,2,19,60,116,"1,486",236,"1,023",227,2
,Glendale,186,0,,67,110,"3,073",511,"2,294",268,16
,Glendora,66,1,,14,40,"1,241",176,984,81,7
,Goleta,35,0,,1,31,422,121,283,18,3
,Gonzales,37,0,,3,32,86,27,29,30,1
,Grand Terrace,18,0,1,7,10,248,53,146,49,2
,Grass Valley,109,0,,9,95,676,130,498,48,5
,Greenfield,91,6,,19,61,319,100,150,69,9
,Gridley,88,0,,1,83,167,45,111,11,3
,Grover Beach,52,0,,3,44,324,95,208,21,0
,Guadalupe,10,0,,0,8,68,13,43,12,0
,Gustine,34,0,,4,29,161,69,69,23,3
,Hanford,305,1,,31,246,"1,857",259,"1,442",156,7
,Hawaiian Gardens,55,1,,25,28,183,35,90,58,3
,Hawthorne,658,6,,336,291,"2,588",537,"1,591",460,7
,Hayward,605,9,53,329,214,"4,873",985,"2,444","1,444",35
,Healdsburg,19,0,,2,15,238,44,173,21,0
,Hemet,430,10,31,139,250,"3,357",912,"1,957",488,5
,Hercules,27,0,,16,10,286,60,180,46,0
,Hermosa Beach,37,0,,11,19,543,104,407,32,1
,Hesperia,296,4,18,56,218,"2,303",821,"1,107",375,11
,Hidden Hills,0,0,,0,0,12,2,8,2,0
,Highland,256,7,17,71,161,"1,309",421,564,324,12
,Hillsborough,1,0,,0,0,103,55,47,1,0
,Hollister,136,3,,19,101,498,191,246,61,3
,Holtville,24,0,,2,22,86,23,53,10,0
,Hughson,11,0,,1,10,143,50,73,20,3
,Huntington Beach,391,1,45,100,245,"4,238",643,"3,295",300,20
,Huntington Park,409,2,17,222,168,"1,806",181,"1,031",594,4
,Huron,72,0,,11,58,145,26,80,39,7
,Imperial6,5,0,0,1,4,46,6,27,13,0
,Imperial Beach,112,0,,19,85,416,76,240,100,3
,Indian Wells,6,1,,0,5,120,40,78,2,0
,Indio,466,8,,120,313,"2,210",549,"1,197",464,6
,Industry,72,0,,35,34,"1,047",109,729,209,5
,Inglewood,783,20,,371,360,"2,740",582,"1,461",697,17
,Ione,6,0,,0,5,60,13,45,2,1
,Irvine,120,0,,36,56,"3,045",575,"2,344",126,8
,Irwindale,18,0,,5,13,169,36,103,30,3
,Isleton6,2,0,0,0,2,23,12,11,0,0
,Jackson,17,0,,4,12,113,30,81,2,0
,Jurupa Valley,287,4,,84,189,"2,586",445,"1,469",672,5
,Kensington,2,0,,0,1,46,16,25,5,0
,Kerman6,38,0,6,7,25,458,132,255,71,0
,King City,55,0,,6,45,243,120,94,29,3
,Kingsburg,34,0,,5,25,318,88,174,56,3
,La Canada Flintridge,18,0,,4,13,306,121,177,8,3
,Lafayette,17,0,,7,8,439,96,324,19,0
,Laguna Beach,64,0,,7,53,462,98,340,24,2
,Laguna Hills6,45,0,10,11,24,441,92,316,33,1
,Laguna Niguel6,73,1,11,19,42,554,100,423,31,2
,Laguna Woods,6,0,,3,3,118,9,104,5,0
,La Habra,105,2,,46,50,"1,049",152,815,82,3
,La Habra Heights,8,0,,0,8,49,19,30,0,0
,Lake Elsinore,128,1,,52,69,"1,662",405,"1,031",226,3
,Lake Forest6,104,0,19,18,67,682,127,493,62,2
,Lakeport,17,0,,4,10,335,69,254,12,0
,Lake Shastina,5,0,,0,5,18,3,15,0,1
,Lakewood,202,1,,78,116,"1,737",320,"1,191",226,4
,La Mesa,208,0,,68,124,"1,584",272,"1,143",169,10
,La Mirada,89,1,,22,62,635,125,435,75,1
,Lancaster,891,4,,249,584,"3,661","1,140","2,057",464,37
,La Palma,12,0,,7,4,247,86,142,19,0
,La Puente,136,1,,50,84,440,88,221,131,2
,La Quinta,87,1,,33,51,"1,324",314,954,56,5
,La Verne,46,0,,14,18,820,169,606,45,3
,Lawndale,157,0,,49,102,398,118,192,88,2
,Lemon Grove6,125,1,4,34,86,516,142,297,77,1
,Lemoore,119,1,,18,82,660,110,437,113,7
,Lincoln,17,0,,7,6,463,124,303,36,5
,Lindsay,41,1,,6,34,243,85,122,36,3
,Livermore,236,0,,31,195,"1,501",269,"1,063",169,21
,Livingston,50,0,,6,42,245,73,129,43,2
,Lodi,290,3,,97,183,"2,095",474,"1,170",451,6
,Loma Linda,41,0,2,17,22,689,171,342,176,1
,Lomita,77,1,,17,56,355,83,223,49,1
,Lompoc,153,1,,19,109,854,186,595,73,12
,Long Beach,"2,304",23,,889,"1,282","12,438","3,482","6,875","2,081",78
,Los Alamitos,16,0,,6,8,204,57,118,29,0
,Los Altos,7,0,,3,2,322,118,193,11,2
,Los Altos Hills6,2,0,0,1,1,73,49,24,0,4
,Los Angeles,"19,171",260,"1,126","7,949","9,836","83,139","15,070","54,281","13,788","1,137"
,Los Banos,133,1,,29,100,900,207,606,87,4
,Los Gatos,23,1,,3,13,616,181,389,46,1
,Lynwood,401,4,,186,201,"1,424",235,596,593,9
,Madera,415,6,15,72,322,"1,686",472,"1,007",207,12
,Malibu,25,0,,3,15,312,81,213,18,3
,Mammoth Lakes,28,0,,3,24,111,21,88,2,0
,Manhattan Beach,37,0,,20,15,878,218,609,51,2
,Manteca,176,4,,73,92,"2,100",314,"1,440",346,16
,Marina,58,0,,15,39,463,120,299,44,6
,Martinez,73,2,,30,36,974,189,593,192,0
,Marysville,86,1,,8,72,507,143,268,96,5
,Maywood,88,0,,35,51,250,40,110,100,3
,McFarland,65,0,,6,54,230,79,83,68,11
,Mendota,72,0,,15,56,287,43,169,75,22
,Menifee,107,2,,31,73,"1,501",339,888,274,1
,Menlo Park,52,0,,15,24,565,125,407,33,0
,Merced,570,13,,143,397,"2,632",605,"1,678",349,40
,Mill Valley,11,0,,2,9,188,49,129,10,0
,Milpitas,112,1,,52,45,"2,131",351,"1,453",327,9
,Mission Viejo6,71,5,9,23,34,864,147,679,38,1
,Modesto,"1,778",11,,385,"1,301","9,113","1,754","6,164","1,195",59
,Monrovia,47,1,,22,22,718,91,557,70,0
,Montague,2,0,,0,2,13,7,4,2,0
,Montclair,210,3,23,72,112,"1,506",249,969,288,9
,Montebello,134,3,,71,56,"1,449",501,568,380,26
,Monterey,115,0,,31,65,"1,022",166,790,66,9
,Monterey Park,91,1,,41,45,"1,039",267,608,164,0
,Monte Sereno,0,0,,0,0,30,16,13,1,0
,Moorpark6,39,0,13,6,20,277,36,226,15,2
,Moraga,8,0,,0,7,150,33,104,13,2
,Moreno Valley,584,11,,257,296,"6,410","1,638","3,742","1,030",10
,Morgan Hill,65,0,,21,41,612,119,372,121,6
,Morro Bay,50,1,,1,46,234,50,173,11,0
,Mountain View6,156,1,14,29,112,"1,608",263,"1,237",108,6
,Mount Shasta,6,0,,3,3,62,12,43,7,1
,Murrieta,68,1,,20,41,"1,458",262,"1,009",187,13
,Napa,249,2,34,39,174,"1,315",290,900,125,0
,National City,267,2,,105,144,"1,589",238,934,417,9
,Needles,25,0,0,7,18,164,80,63,21,3
,Nevada City,36,0,,1,34,95,36,48,11,0
,Newark,109,2,,36,62,971,246,588,137,3
,Newman,25,0,,2,23,157,57,73,27,0
,Newport Beach,109,0,,21,71,"1,880",357,"1,419",104,1
,Norco,46,0,,20,24,642,154,409,79,1
,Norwalk,316,8,,110,185,"2,001",360,"1,155",486,9
,Novato,80,1,,16,56,770,182,468,120,31
,Oakdale,43,0,,11,26,822,182,545,95,0
,Oakland,"6,910",80,,"3,481","3,140","24,367","4,006","13,842","6,519",176
,Oakley,45,2,,16,25,469,134,225,110,3
,Oceanside6,652,5,52,186,409,"3,984",615,"3,007",362,34
,Ojai6,10,0,2,1,7,120,20,94,6,0
,Ontario,431,6,,163,242,"4,654",780,"2,987",887,30
,Orange,142,0,,53,79,"2,241",366,"1,631",244,23
,Orange Cove,10,0,,1,5,151,44,48,59,3
,Orinda,4,0,,2,2,187,62,115,10,0
,Orland,20,1,,5,14,123,29,74,20,5
,Oroville,91,0,,25,58,994,283,601,110,10
,Oxnard,884,11,45,447,381,"6,382","1,172","4,475",735,27
,Pacifica,91,0,,15,65,638,130,453,55,5
,Pacific Grove,30,0,,1,23,301,49,229,23,3
,Palmdale,840,9,,230,563,"3,219",875,"2,010",334,21
,Palm Desert,140,1,,40,94,"2,178",560,"1,524",94,4
,Palm Springs,295,3,28,97,167,"2,722",795,"1,719",208,19
,Palo Alto,59,0,,29,27,"1,299",257,976,66,2
,Palos Verdes Estates,5,0,,0,5,121,52,64,5,1
,Paradise,52,1,,7,40,516,257,200,59,2
,Paramount,239,3,,98,124,"1,408",224,796,388,9
,Parlier,116,1,,8,99,234,65,139,30,8
,Pasadena,394,10,,126,235,"3,469",826,"2,413",230,28
,Paso Robles,125,0,,7,112,788,157,584,47,6
,Patterson,40,1,,18,19,626,199,276,151,5
,Perris,180,0,,68,111,"1,905",407,980,518,2
,Petaluma,200,1,28,24,147,"1,074",167,830,77,11
,Pico Rivera,275,4,,89,173,"1,360",283,762,315,4
,Piedmont,8,0,,4,4,232,80,111,41,0
,Pinole6,69,1,5,27,36,632,78,473,81,1
,Pismo Beach,26,0,,8,16,387,162,212,13,2
,Pittsburg,175,4,,96,72,"2,362",570,"1,072",720,18
,Placentia,82,1,,14,64,732,159,501,72,5
,Placerville,57,0,,7,46,273,58,187,28,1
,Pleasant Hill6,60,0,3,31,26,"1,738",276,"1,306",156,5
,Pleasanton,61,0,,14,39,"1,244",169,919,156,3
,Pomona,777,18,,241,474,"4,403",677,"2,686","1,040",17
,Porterville,158,4,,38,106,"1,204",343,702,159,6
,Port Hueneme,89,2,2,30,55,347,96,193,58,0
,Poway6,70,0,2,13,55,436,98,306,32,3
,Rancho Cordova6,305,4,17,89,195,"1,644",321,"1,143",180,3
,Rancho Cucamonga,283,4,17,99,163,"3,668","1,348","1,908",412,16
,Rancho Mirage,29,0,,2,25,677,165,475,37,0
,Rancho Palos Verdes,24,0,,8,11,472,181,262,29,3
,Rancho Santa Margarita6,27,0,10,1,16,203,39,148,16,0
,Red Bluff,129,1,,25,89,911,244,573,94,4
,Redding,610,4,,142,412,"3,924",802,"2,636",486,8
,Redlands,147,1,,60,77,"2,837",512,"1,965",360,11
,Redondo Beach,158,0,,44,105,"1,447",272,"1,054",121,0
,Redwood City,194,2,,59,78,"1,728",477,"1,039",212,6
,Reedley6,199,0,7,20,172,460,142,236,82,4
,Rialto,328,5,,113,192,"2,154",613,886,655,9
,Richmond,843,11,63,378,391,"4,281",937,"2,114","1,230",27
,Ridgecrest,118,0,,13,96,470,139,272,59,5
,Rio Dell,19,0,,0,18,57,19,32,6,0
,Rio Vista,38,0,,1,36,116,40,53,23,2
,Ripon,18,0,,5,10,258,31,205,22,1
,Riverbank,28,1,,9,17,688,216,406,66,0
,Riverside6,"1,384",12,143,441,788,"9,864","1,531","6,794","1,539",88
,Rocklin,50,0,,14,27,"1,039",243,733,63,3
,Rohnert Park6,160,1,16,24,119,735,110,547,78,2
,Rolling Hills,1,0,,0,1,18,9,8,1,1
,Rolling Hills Estates,7,0,,3,4,114,26,83,5,0
,Rosemead,147,2,,53,85,"1,186",249,771,166,3
,Roseville6,193,1,17,50,125,"3,070",470,"2,367",233,18
,Ross,4,0,,1,3,21,9,11,1,0
,Sacramento,"2,968",28,,"1,000","1,862","15,078","3,238","9,443","2,397",169
,Salinas,997,15,,449,501,"5,227","1,281","2,330","1,616",36
,San Bernardino,"2,128",43,,811,"1,170","9,239","2,370","4,405","2,464",120
,San Bruno,110,0,,39,60,"1,054",157,778,119,5
,San Clemente6,69,0,12,17,40,687,129,485,73,1
,Sand City,4,0,,2,2,165,12,144,9,0
,San Diego,"5,214",32,,"1,318","3,493","26,812","5,115","16,691","5,006",209
,San Dimas,69,0,,14,53,631,135,442,54,12
,San Fernando,75,2,,24,45,406,96,248,62,1
,San Francisco,"6,761",45,355,"3,224","3,137","45,093","5,237","33,730","6,126",241
,San Gabriel,83,1,,29,46,555,170,343,42,4
,Sanger,97,0,,12,73,549,168,319,62,3
,San Jacinto,101,2,,45,52,"1,875",478,"1,121",276,1
,San Jose,"3,242",32,,"1,072","1,832","24,577","5,167","11,850","7,560",123
,San Juan Capistrano6,62,2,10,14,36,383,61,282,40,2
,San Leandro6,369,1,18,226,124,"3,757",599,"2,236",922,14
,San Luis Obispo6,240,0,47,25,168,"1,439",206,"1,162",71,17
,San Marcos6,196,2,9,38,147,"1,286",242,854,190,10
,San Marino,5,0,,3,2,221,79,136,6,1
,San Mateo,230,0,,74,135,"1,944",407,"1,338",199,9
,San Pablo6,241,5,10,91,135,"1,162",402,456,304,7
,San Rafael,193,0,,55,118,"1,664",287,"1,132",245,17
,San Ramon6,23,0,3,11,9,748,209,463,76,5
,Santa Ana,"1,260",18,,452,675,"5,784",793,"3,685","1,306",21
,Santa Barbara,302,1,,56,206,"2,389",454,"1,843",92,9
,Santa Clara6,162,0,26,89,47,"3,268",577,"2,287",404,11
,Santa Clarita,307,1,,92,199,"2,437",613,"1,581",243,10
,Santa Cruz,524,1,,109,351,"3,270",420,"2,602",248,24
,Santa Fe Springs,74,2,,40,32,"1,124",132,860,132,6
,Santa Maria,439,3,,149,243,"3,045",666,"1,496",883,11
,Santa Monica,338,0,,120,188,"3,026",535,"2,314",177,19
,Santa Paula,85,3,,18,61,447,74,321,52,3
,Santa Rosa,636,2,,130,434,"3,850",598,"2,873",379,42
,Santee6,130,2,11,20,97,794,109,618,67,5
,Saratoga,19,0,11,2,6,288,136,140,12,5
,Sausalito,21,2,,3,15,232,30,193,9,0
,Scotts Valley,17,0,,4,7,264,42,207,15,2
,Seal Beach6,26,0,1,7,18,494,88,372,34,0
,Seaside,116,6,,16,89,507,106,349,52,4
,Sebastopol,10,0,,2,6,124,48,62,14,0
,Selma,154,0,,20,120,986,225,552,209,1
,Shafter,46,1,,13,25,462,145,223,94,10
,Sierra Madre,13,0,,0,11,92,25,62,5,0
,Signal Hill,40,1,,21,16,500,63,373,64,0
,Simi Valley,140,0,,24,89,"1,618",348,"1,176",94,12
,Solana Beach6,22,0,2,6,14,188,55,122,11,0
,Soledad,53,0,,9,40,232,88,88,56,2
,Solvang,9,0,,0,7,81,18,60,3,0
,Sonoma,34,0,,0,32,166,32,121,13,0
,Sonora,22,1,,2,16,335,85,237,13,4
,South El Monte,120,1,,34,81,647,162,353,132,3
,South Gate,506,1,,217,275,"2,687",419,"1,441",827,7
,South Lake Tahoe,112,0,,21,77,516,147,332,37,1
,South Pasadena,30,1,,10,15,475,115,328,32,1
,South San Francisco,156,1,,49,79,"1,274",287,836,151,25
,Stallion Springs,4,0,,0,4,11,6,5,0,0
,Stanton,124,2,14,44,64,684,127,418,139,1
,St. Helena,6,0,,2,2,56,17,33,6,0
,Stockton,"3,988",49,,"1,098","2,707","13,148","3,124","8,082","1,942",76
,Suisun City6,68,1,9,29,29,606,109,393,104,2
,Sunnyvale,167,1,14,88,64,"2,356",511,"1,559",286,14
,Susanville,107,1,,9,93,315,96,201,18,2
,Sutter Creek,3,0,,0,3,42,19,21,2,0
,Taft,46,0,,1,43,276,59,203,14,0
,Tehachapi,51,0,,5,41,309,117,180,12,0
,Temecula,100,2,,54,37,"2,535",656,"1,668",211,7
,Temple City,45,0,,11,31,428,145,251,32,0
,Thousand Oaks6,128,1,25,22,80,"1,599",357,"1,148",94,5
,Tiburon,1,0,,0,1,107,21,82,4,0
,Torrance,155,2,,73,62,"2,623",582,"1,784",257,4
,Tracy,129,1,,53,67,"2,262",274,"1,725",263,7
,Truckee,18,0,,3,12,164,66,82,16,2
,Tulare6,457,6,20,87,344,"2,054",547,"1,223",284,11
,Tulelake,1,0,,0,1,3,1,1,1,0
,Turlock,372,3,,108,241,"2,510",518,"1,616",376,33
,Tustin,132,0,,39,77,"1,356",193,"1,047",116,7
,Twentynine Palms6,62,2,7,5,48,301,148,118,35,9
,Ukiah,134,0,,21,105,551,194,327,30,9
,Union City,207,0,,71,132,"1,602",332,992,278,2
,Upland,170,0,,55,105,"2,165",544,"1,226",395,2
,Vacaville,268,2,,79,169,"2,587",310,"2,023",254,6
,Vallejo,"1,034",18,63,368,585,"4,877","2,258","1,579","1,040",47
,Ventura,276,1,,103,144,"3,867",663,"2,994",210,10
,Vernon,25,0,,10,14,312,36,192,84,1
,Victorville,642,3,39,189,411,"4,374","1,747","2,023",604,25
,Villa Park6,5,0,2,2,1,84,29,50,5,0
,Visalia,484,10,,138,306,"3,796",783,"2,456",557,6
,Vista6,340,2,31,101,206,"1,686",292,"1,114",280,7
,Walnut,29,0,,8,19,294,141,135,18,1
,Walnut Creek,74,0,,24,46,"2,439",434,"1,788",217,1
,Waterford,18,2,,3,13,196,59,85,52,0
,Watsonville,265,8,,85,158,"1,489",190,937,362,6
,Weed,20,0,,2,15,84,13,63,8,0
,West Covina,225,1,,87,133,"2,832",454,"1,953",425,5
,West Hollywood,267,1,,95,164,"1,325",210,"1,029",86,14
,Westlake Village,7,0,,1,1,173,49,116,8,1
,Westminster,194,2,,74,98,"2,210",381,"1,534",295,10
,Westmorland,8,0,,2,5,4,3,0,1,0
,West Sacramento,262,1,,95,146,"1,295",275,846,174,16
,Wheatland,4,0,,1,3,50,9,40,1,0
,Whittier,239,4,,96,124,"2,247",340,"1,601",306,11
,Wildomar,39,0,,5,30,550,132,323,95,0
,Williams,6,0,,2,3,64,21,37,6,0
,Willits,33,0,,3,29,50,8,31,11,4
,Willows6,22,0,4,3,15,167,45,114,8,2
,Windsor,86,1,,11,69,254,52,185,17,1
,Winters,21,0,,3,17,155,44,98,13,3
,Woodlake,30,0,,5,22,122,34,66,22,1
,Woodland,298,3,,58,224,"1,756",425,"1,091",240,29
,Yorba Linda6,45,1,13,7,24,702,139,506,57,2
,Yountville,7,0,,0,7,40,14,24,2,0
,Yreka,62,0,,2,59,298,75,200,23,3
,Yuba City,223,0,,53,149,"1,699",410,"1,109",180,17
,Yucaipa,71,2,3,18,48,978,317,562,99,6
,Yucca Valley,75,3,6,13,53,533,165,287,81,7
COLORADO,Arvada,169,1,44,32,92,"2,660",344,"2,162",154,12
,Aspen,7,0,4,0,3,286,19,261,6,0
,Ault,3,0,0,0,3,1,1,0,0,0
,Aurora,"1,448",11,274,417,746,"9,962","1,816","7,082","1,064",76
,Avon,13,0,1,2,10,167,12,149,6,3
,Basalt,1,0,1,0,0,78,6,65,7,0
,Black Hawk,6,1,1,0,4,229,3,222,4,0
,Blue River,0,0,0,0,0,2,1,0,1,0
,Boulder,242,1,41,28,172,"2,777",481,"2,146",150,28
,Bow Mar,0,0,0,0,0,6,2,4,0,0
,Breckenridge,6,0,2,0,4,352,11,333,8,0
,Brighton,133,1,38,19,75,"1,145",141,919,85,6
,Broomfield,31,0,15,5,11,"1,036",114,886,36,6
,Brush,3,0,1,0,2,32,18,9,5,0
,Buena Vista,4,0,0,0,4,35,2,30,3,0
,Burlington,13,0,1,1,11,72,11,58,3,0
,Campo,0,0,0,0,0,0,0,0,0,0
,Canon City,71,4,11,2,54,560,62,477,21,2
,Castle Rock4,41,1,10,3,27,,,362,12,4
,Centennial,142,0,26,14,102,"1,298",233,995,70,15
,Center,5,0,0,1,4,45,12,31,2,1
,Central City,3,0,1,0,2,51,9,41,1,0
,Cherry Hills Village,2,0,0,0,2,85,26,58,1,0
,Colorado Springs,"2,039",20,412,404,"1,203","16,319","2,759","11,914","1,646",94
,Columbine Valley,1,0,0,0,1,8,3,5,0,0
,Commerce City,199,1,50,17,131,"1,631",226,"1,219",186,9
,Cortez,17,0,4,1,12,323,5,304,14,0
,Craig,19,0,9,0,10,221,41,174,6,3
,Crested Butte,5,0,1,0,4,15,1,12,2,0
,Cripple Creek,19,0,1,0,18,71,6,65,0,0
,Dacono,1,0,0,0,1,1,0,1,0,0
,De Beque,0,0,0,0,0,3,0,2,1,0
,Del Norte,6,0,0,2,4,20,6,12,2,0
,Delta,9,0,5,3,1,399,93,289,17,2
,Denver,"3,983",31,448,"1,091","2,413","22,352","4,555","14,363","3,434",138
,Dillon,2,0,1,1,0,14,3,11,0,0
,Durango,48,0,13,11,24,503,53,422,28,2
,Eagle,6,0,4,1,1,68,2,65,1,2
,Eaton,3,0,1,0,2,1,0,1,0,0
,Elizabeth,1,0,0,0,1,15,2,13,0,0
,Englewood,63,0,8,23,32,"1,767",231,"1,393",143,6
,Erie,5,0,0,1,4,123,15,104,4,2
,Evans,60,1,4,2,53,404,77,290,37,2
,Federal Heights,53,0,8,17,28,634,92,461,81,6
,Firestone,6,0,2,0,4,108,7,88,13,2
,Florence,7,0,0,0,7,53,7,39,7,0
,Fort Collins,329,1,41,36,251,"3,782",489,"3,142",151,24
,Fort Lupton,4,0,1,0,3,56,15,30,11,0
,Fort Morgan,42,0,30,1,11,287,40,233,14,3
,Fountain,86,0,13,9,64,690,115,535,40,2
,Fowler,1,0,1,0,0,6,1,5,0,0
,Fraser/Winter Park,1,0,0,0,1,56,3,51,2,0
,Frederick,2,0,0,0,2,48,1,46,1,0
,Frisco,6,1,1,0,4,73,7,65,1,1
,Fruita,25,0,3,2,20,216,43,164,9,4
,Garden City,14,0,0,2,12,39,2,36,1,0
,Georgetown,0,0,0,0,0,0,0,0,0,0
,Glendale,44,0,7,9,28,480,26,414,40,2
,Glenwood Springs,40,1,7,3,29,459,72,372,15,1
,Golden,30,1,9,3,17,375,44,299,32,5
,Granby,6,0,2,0,4,22,1,21,0,0
,Grand Junction,286,1,64,42,179,"2,530",265,"2,164",101,21
,Greeley,485,1,74,61,349,"3,292",499,"2,593",200,24
,Green Mountain Falls,0,0,0,0,0,5,1,4,0,0
,Greenwood Village,31,0,9,6,16,480,65,388,27,2
,Gunnison,25,1,7,1,16,148,7,135,6,2
,Hayden,1,0,0,0,1,24,5,19,0,1
,Holyoke,5,0,2,0,3,20,8,11,1,0
,Hotchkiss,3,0,3,0,0,46,9,35,2,0
,Hudson,2,0,0,0,2,37,6,28,3,0
,Idaho Springs,22,0,2,0,20,67,12,46,9,0
,Ignacio,4,0,0,0,4,0,0,0,0,0
,Johnstown,9,0,7,1,1,75,14,53,8,1
,Keenesburg,3,1,1,0,1,20,10,9,1,0
,Kersey,4,0,0,0,4,9,5,3,1,0
,Kiowa,0,0,0,0,0,1,0,1,0,0
,Lafayette,26,1,11,6,8,478,64,386,28,3
,La Junta,18,0,3,7,8,387,122,249,16,2
,Lakeside,5,0,0,2,3,652,3,645,4,0
,Lakewood,712,5,116,137,454,"6,844",898,"5,293",653,32
,La Salle,1,0,0,0,1,20,9,10,1,0
,Leadville,15,0,1,0,14,28,5,21,2,0
,Limon,4,0,0,1,3,7,0,6,1,0
